journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
DRUG SAFETY,closed,410,24,37,24,19,243,6
EXPERT OPINION ON THERAPEUTIC PATENTS,closed,622,4,20,9,1,410,21
BURNS,closed,1382,30,80,38,20,468,19
ISRAEL JOURNAL OF CHEMISTRY,closed,634,5,8,4,0,50,3
JOURNAL OF PERIANESTHESIA NURSING,closed,353,4,15,3,3,80,0
POPULAR MUSIC,closed,121,0,4,2,1,37,6
ADVANCES IN ATMOSPHERIC SCIENCES,closed,786,14,88,86,5,265,6
CANADIAN METALLURGICAL QUARTERLY,closed,380,0,2,0,0,21,1
QUALITATIVE HEALTH RESEARCH,closed,828,44,74,34,30,559,6
EUROPEAN JOURNAL OF HAEMATOLOGY,closed,866,2,42,21,16,356,6
JOURNAL OF CONTEMPORARY RELIGION,closed,26,0,2,0,0,4,1
INVESTIGACION BIBLIOTECOLOGICA,closed,1,0,0,0,0,0,0
AQUATIC MAMMALS,closed,331,1,24,3,5,5,16
TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,closed,560,0,4,0,1,55,1
DIAGNOSTIC MOLECULAR PATHOLOGY,closed,68,1,11,0,1,40,0
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,closed,286,15,22,6,12,76,2
ELECTRONIC JOURNAL OF STATISTICS,closed,4,0,0,0,0,0,0
JOURNAL OF DESTINATION MARKETING & MANAGEMENT,closed,250,0,12,3,2,165,1
LION AND THE UNICORN,closed,92,0,1,2,0,18,1
SUCHTTHERAPIE,closed,135,0,6,2,0,4,0
EUROPEAN JOURNAL OF NUTRITION,closed,974,75,246,98,17,558,17
CLINICAL AND INVESTIGATIVE MEDICINE,closed,19,0,0,0,0,1,0
JOURNAL OF VETERINARY DENTISTRY,closed,132,1,6,1,0,26,1
OPTICAL SWITCHING AND NETWORKING,closed,261,0,1,0,0,3,1
JOURNAL OF RAPTOR RESEARCH,closed,195,20,97,5,1,157,6
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,closed,1021,3,4,3,6,39,6
JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,closed,1601,0,1,0,0,3,0
FOOT & ANKLE INTERNATIONAL,closed,1290,11,146,39,6,408,5
AMBIX,closed,93,2,10,5,0,23,2
Annual Review of Statistics and Its Application,closed,65,9,6,1,5,50,2
JOURNAL OF ONCOLOGY PRACTICE,closed,162,6,22,44,2,150,0
FRONTIERS OF CHEMICAL SCIENCE AND ENGINEERING,closed,362,0,2,1,1,10,0
CRYPTOGRAPHY AND COMMUNICATIONS-DISCRETE-STRUCTURES BOOLEAN FUNCTIONS AND SEQUENCES,closed,163,0,0,0,0,4,1
JOURNAL OF LIGHTWAVE TECHNOLOGY,closed,3387,1,6,4,0,48,6
TRANSCULTURAL PSYCHIATRY,closed,220,89,79,7,8,176,4
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,closed,841,60,38,49,21,330,12
SURFACE AND INTERFACE ANALYSIS,closed,1609,6,3,5,1,33,2
SLAS DISCOVERY,closed,145,7,15,9,0,118,3
PANMINERVA MEDICA,closed,11,0,0,0,0,3,0
JOURNAL OF THE ASTRONAUTICAL SCIENCES,closed,130,0,10,0,0,4,0
ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,closed,62,4,6,9,0,25,6
ARTIFICIAL LIFE,closed,116,1,8,6,0,67,5
LABORATORIUMSMEDIZIN-JOURNAL OF LABORATORY MEDICINE,closed,196,0,0,0,0,3,0
HISTORICAL METHODS,closed,82,6,3,6,0,17,2
MICROCIRCULATION,closed,295,0,3,2,0,75,4
METHODS IN ENZYMOLOGY,closed,1607,16,39,6,0,479,17
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,closed,618,1,3,0,2,51,1
ANTHROPOCENE,closed,25,2,4,1,0,17,0
ENGLISH STUDIES,closed,330,1,10,0,0,49,5
COMBUSTION SCIENCE AND TECHNOLOGY,closed,745,0,1,0,0,17,4
WATER RESOURCES MANAGEMENT,closed,1839,7,14,5,16,146,4
INTERNATIONAL JOURNAL OF LAW POLICY AND THE FAMILY,closed,102,0,10,1,10,44,4
Shaw-The Annual of Bernard Shaw Studies,closed,8,0,0,0,0,0,1
ARCTIC,closed,115,2,1,3,0,7,5
JOURNAL OF QURANIC STUDIES,closed,16,0,2,0,0,4,0
ELECTRIC POWER COMPONENTS AND SYSTEMS,closed,1063,0,1,0,1,17,0
JOURNAL OF LEUKOCYTE BIOLOGY,closed,568,14,31,30,0,382,9
COMPARATIVE POLITICS,closed,117,13,7,8,1,37,7
ATMOSPHERIC RESEARCH,closed,1642,87,93,22,4,292,16
CARDIOVASCULAR DIAGNOSIS AND THERAPY,closed,14,0,0,0,0,2,0
EUROPEAN MANAGEMENT REVIEW,closed,108,1,3,1,2,24,2
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,closed,178,0,6,1,1,15,0
ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS,closed,121,0,1,2,0,9,0
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,closed,703,67,6,5,2,340,162
JOURNAL OF ECONOMIC ISSUES,closed,365,2,3,5,8,51,1
JOURNAL OF NEUROIMMUNOLOGY,closed,1128,58,84,40,3,546,16
NUCLEAR FUSION,closed,1726,9,13,48,0,600,6
REVIEW OF INTERNATIONAL ORGANIZATIONS,closed,86,6,3,3,5,36,3
EARLY INTERVENTION IN PSYCHIATRY,closed,409,74,29,9,10,236,4
JOURNAL OF MARINE SYSTEMS,closed,803,35,50,8,13,453,3
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,closed,758,1,12,4,5,353,9
JOURNAL OF PROTEOMICS,closed,1994,54,125,35,7,1385,31
JOURNAL OF ORNITHOLOGY,closed,682,106,319,24,5,494,32
CLINICA CHIMICA ACTA,closed,2528,28,76,33,17,786,19
JOURNAL OF POPULATION ECONOMICS,closed,142,11,29,10,13,76,2
NUMERICAL ALGORITHMS,closed,802,0,3,0,0,9,2
QUARTERLY JOURNAL OF SPEECH,closed,142,1,11,1,0,49,2
NEUROLOGICAL SCIENCES,closed,1810,56,106,96,9,573,18
JOURNAL OF ANDROLOGY,closed,39,0,0,0,2,7,0
APPLIED THERMAL ENGINEERING,closed,8238,4,15,10,11,160,25
EUROPEAN PHYSICAL JOURNAL E,closed,567,5,23,45,0,86,1
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,closed,3,0,0,0,0,0,0
CANCER AND METASTASIS REVIEWS,closed,264,4,20,3,0,116,5
RESEARCH IN DANCE EDUCATION,closed,111,2,7,0,0,27,2
PHYSICS LETTERS B,closed,119,4,14,0,0,39,0
INTERNATIONAL JOURNAL OF SPORTS SCIENCE & COACHING,closed,421,3,14,7,0,172,1
EUROPEAN JOURNAL OF LAW AND ECONOMICS,closed,242,1,7,0,5,37,0
OPTOMETRY AND VISION SCIENCE,closed,971,18,134,61,10,670,9
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,closed,129,1,15,2,3,40,1
JOURNAL OF PHYSICAL THERAPY SCIENCE,closed,7,0,0,0,0,2,0
ACADEMIC PEDIATRICS,closed,408,26,64,41,22,228,2
PUBLIC PERSONNEL MANAGEMENT,closed,177,5,3,3,0,99,1
NEUROCHEMISTRY INTERNATIONAL,closed,1039,14,77,64,1,343,14
JOURNAL OF SOLID STATE CHEMISTRY,closed,2952,1,33,1,2,235,5
AEROSOL SCIENCE AND TECHNOLOGY,closed,496,2,6,4,9,194,0
ZEITSCHRIFT FUR SPRACHWISSENSCHAFT,closed,4,0,0,0,0,0,0
SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,closed,73,0,2,1,0,37,0
CURRENT PSYCHOLOGY,closed,390,14,15,20,1,143,7
JOURNAL OF BIOMEDICAL NANOTECHNOLOGY,closed,1223,8,28,10,1,102,2
FUNDAMENTAL AND APPLIED LIMNOLOGY,closed,323,2,8,0,0,178,0
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,closed,23,0,1,0,0,8,1
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE,closed,6,0,0,0,0,0,0
CONTEMPORARY NURSE,closed,379,3,19,5,17,170,1
NICOTINE & TOBACCO RESEARCH,closed,588,105,85,58,55,334,13
M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,closed,225,3,22,10,1,47,2
MANUAL THERAPY,closed,455,21,243,6,16,444,2
URBAN HISTORY,closed,150,4,18,1,1,85,5
JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,closed,9,0,0,0,0,1,0
ADMINISTRATION IN SOCIAL WORK,closed,57,1,2,0,3,17,0
MARINE CHEMISTRY,closed,527,45,45,3,3,191,0
HAUTARZT,closed,838,2,21,3,2,109,0
IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,closed,406,3,0,0,0,20,4
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,closed,549,1,2,0,0,12,0
PALEOCEANOGRAPHY,closed,103,20,14,4,0,67,2
JOURNAL OF VISUALIZATION,closed,354,1,1,0,0,10,0
INTERNATIONAL JOURNAL OF ACAROLOGY,closed,469,0,10,0,0,8,10
ZEITSCHRIFT FUR ORTHOPADIE UND UNFALLCHIRURGIE,closed,442,4,77,6,5,61,1
IET POWER ELECTRONICS,closed,1704,0,4,0,0,42,0
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,closed,3647,73,99,40,39,1866,25
JOURNAL OF LITERARY SEMANTICS,closed,56,0,0,0,0,4,2
REVIEW OF ECONOMICS OF THE HOUSEHOLD,closed,173,17,147,10,3,165,2
JOURNAL OF CANADIAN PETROLEUM TECHNOLOGY,closed,115,0,0,0,3,0,0
AUSTRALIAN ECONOMIC REVIEW,closed,248,9,2,15,37,69,2
INTERNATIONAL JOURNAL OF MATERIALS RESEARCH,closed,1042,5,2,0,0,18,2
PLASMA SCIENCE & TECHNOLOGY,closed,1445,0,0,0,1,19,2
JOURNAL OF EMPIRICAL FINANCE,closed,347,3,4,5,0,34,1
JOURNAL OF MAGNETIC RESONANCE,closed,1044,2,27,11,0,328,5
JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,closed,515,31,27,39,6,291,9
JOURNAL OF NERVOUS AND MENTAL DISEASE,closed,856,43,665,40,25,814,16
TROPICAL PLANT BIOLOGY,closed,114,1,3,3,2,8,1
COGNITIVE COMPUTATION,closed,357,1,3,0,1,214,6
JOURNAL OF COMPETITION LAW & ECONOMICS,closed,174,102,3,2,4,107,1
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,closed,323,4,7,14,4,32,3
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,closed,378,3,7,1,0,44,2
AUSTRALIAN EDUCATIONAL RESEARCHER,closed,191,6,99,13,16,146,0
ACS APPLIED MATERIALS & INTERFACES,closed,20885,256,365,468,4,3773,82
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,closed,358,0,0,0,0,0,0
RENAISSANCE QUARTERLY,closed,114,3,0,0,0,30,2
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,closed,746,0,0,0,0,50,1
IEEE NETWORK,closed,364,0,3,1,0,24,2
INSECT SYSTEMATICS & EVOLUTION,closed,98,2,9,4,0,16,15
STUDIES IN APPLIED MATHEMATICS,closed,127,0,0,0,0,2,0
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,closed,94,0,1,0,0,20,0
SOCIETY,closed,355,5,8,8,1,58,12
BALTIC JOURNAL OF ROAD AND BRIDGE ENGINEERING,closed,229,0,0,0,0,1,0
REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,closed,315,3,11,1,0,84,0
REGULATION & GOVERNANCE,closed,158,11,7,10,21,83,3
VASCULAR MEDICINE,closed,199,4,24,9,5,158,1
VIRCHOWS ARCHIV,closed,954,3,103,4,4,516,13
JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL,closed,1042,6,25,1,0,288,4
AMERICAN JOURNAL OF MANAGED CARE,closed,2,0,0,0,0,0,0
MUSICA HODIE,closed,2,0,0,0,0,0,0
SENSOR LETTERS,closed,686,0,0,0,1,33,0
TRANSLATION AND LITERATURE,closed,74,0,0,0,0,8,0
AMERICAN JOURNAL OF PERINATOLOGY,closed,1036,28,426,19,18,615,5
GENETIC RESOURCES AND CROP EVOLUTION,closed,892,82,32,7,8,87,18
JOURNAL OF PATHOLOGY,closed,572,13,63,23,1,433,18
GREENHOUSE GASES-SCIENCE AND TECHNOLOGY,closed,327,9,9,3,0,22,0
LANGUAGE MATTERS,closed,128,0,3,0,0,19,2
BEST PRACTICE & RESEARCH CLINICAL GASTROENTEROLOGY,closed,452,15,67,12,6,165,16
DYNAMICS OF ATMOSPHERES AND OCEANS,closed,155,9,9,1,1,96,0
VETERINARY AND COMPARATIVE ONCOLOGY,closed,368,2,52,13,0,360,3
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,closed,260,0,0,0,0,0,0
LITERATURE & HISTORY-THIRD SERIES,closed,48,1,4,0,0,11,1
PHOTOGRAPHY AND CULTURE,closed,121,2,1,0,0,21,3
ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES,closed,343,8,30,10,0,70,7
JOURNAL OF PALESTINE STUDIES,closed,104,0,19,4,0,35,3
ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL,closed,272,3,19,1,6,41,1
VICTORIAN STUDIES,closed,141,4,34,2,0,53,3
SCANDINAVIAN JOURNAL OF STATISTICS,closed,220,1,4,0,0,37,2
ASIA PACIFIC BUSINESS REVIEW,closed,222,0,6,1,2,18,3
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,closed,460,1,4,0,0,8,0
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,closed,125,0,0,0,1,6,0
PLASMA PROCESSES AND POLYMERS,closed,756,14,8,38,0,170,1
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,closed,482,7,39,13,2,355,4
NANOPHOTONICS,closed,2,0,0,0,0,0,0
JOURNAL OF ECUMENICAL STUDIES,closed,125,0,0,0,0,1,0
INVERTEBRATE NEUROSCIENCE,closed,64,0,5,0,0,25,1
INTERNATIONAL JOURNAL OF WEB SERVICES RESEARCH,closed,120,1,0,0,0,3,0
JOURNAL OF HIGH ENERGY PHYSICS,closed,266,4,39,2,0,112,3
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,closed,7228,31,119,63,5,1342,26
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,closed,343,104,46,71,4,288,10
SOCIAL CHOICE AND WELFARE,closed,321,5,4,1,0,31,3
FIRE AND MATERIALS,closed,420,4,6,4,0,49,0
EXCEPTIONALITY,closed,106,0,4,0,1,13,0
ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS,closed,118,1,5,1,0,24,1
DISCOURSE & COMMUNICATION,closed,134,13,13,3,0,55,2
CLINICAL AND EXPERIMENTAL MEDICINE,closed,331,1,14,5,1,89,2
BIOSCIENCE REPORTS,closed,22,0,3,1,0,3,1
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,closed,6266,11,40,18,1,213,11
CLAYS AND CLAY MINERALS,closed,265,1,4,1,0,7,1
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,closed,183,4,6,4,0,80,4
INTERNATIONAL JOURNAL OF HEMATOLOGY,closed,1092,5,30,12,16,279,4
REGIONAL SCIENCE AND URBAN ECONOMICS,closed,347,14,5,12,26,120,4
CHINA ECONOMIC REVIEW,closed,492,8,6,12,16,45,3
JOURNAL OF FOOD SCIENCE,closed,2402,74,177,213,7,834,34
JOURNAL OF TRAUMA NURSING,closed,251,3,155,9,5,226,0
WIND AND STRUCTURES,closed,249,0,0,0,0,0,0
IEEE LATIN AMERICA TRANSACTIONS,closed,1664,1,5,2,0,37,1
ANGLE ORTHODONTIST,closed,461,18,49,3,1,78,1
CANADIAN FIELD-NATURALIST,closed,16,0,0,0,0,0,0
JOURNAL OF NANOPARTICLE RESEARCH,closed,3389,16,37,19,11,117,9
CLINICAL EEG AND NEUROSCIENCE,closed,284,2,90,6,0,152,1
FLUID DYNAMICS RESEARCH,closed,411,0,0,0,0,42,2
ARABIC SCIENCES AND PHILOSOPHY,closed,59,0,5,0,0,10,1
TECHNOLOGY AND CULTURE,closed,186,4,2,2,0,81,4
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,closed,2087,7,6,66,0,47,9
LEGAL STUDIES,closed,68,0,5,2,2,29,3
PREVENTING CHRONIC DISEASE,closed,18,0,3,1,3,12,0
DIVING AND HYPERBARIC MEDICINE,closed,30,0,2,0,0,3,0
MARINE ECOLOGY PROGRESS SERIES,closed,1698,118,292,57,41,673,24
BIOCONJUGATE CHEMISTRY,closed,1537,20,264,26,0,598,10
NATURE CHEMICAL BIOLOGY,closed,429,110,219,215,2,413,33
ICES JOURNAL OF MARINE SCIENCE,closed,174,16,21,8,3,104,0
CLINICS IN DERMATOLOGY,closed,547,12,37,17,4,244,25
JOURNAL OF DENTISTRY,closed,979,84,50,17,6,353,16
DEVELOPMENT,closed,120,28,52,12,0,100,4
CULTURAL STUDIES,closed,269,5,16,1,4,128,9
JOURNAL OF SHELLFISH RESEARCH,closed,581,11,21,3,5,127,0
HISTORICAL BIOLOGY,closed,483,29,68,35,0,239,184
JOURNAL OF NEUROCHEMISTRY,closed,534,18,87,55,1,286,4
EXPERIMENTAL NEUROLOGY,closed,1080,45,77,75,4,479,17
Annual Review of Genetics,closed,129,11,15,6,4,104,9
CURRENT PROTEIN & PEPTIDE SCIENCE,closed,448,6,8,10,1,80,4
JOURNAL OF ETHNIC AND MIGRATION STUDIES,closed,629,41,241,26,17,364,10
POPULATION RESEARCH AND POLICY REVIEW,closed,166,9,45,13,4,112,1
JOURNAL OF FISH DISEASES,closed,863,11,38,14,4,333,6
FRACTIONAL CALCULUS AND APPLIED ANALYSIS,closed,226,0,0,0,0,1,0
Advances in Protein Chemistry and Structural Biology,closed,203,2,9,4,0,78,6
PUBLIC ADMINISTRATION,closed,323,52,14,5,18,220,2
ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH,closed,240,2,12,7,11,68,3
JOURNAL OF GENE MEDICINE,closed,236,3,7,19,1,64,3
NONLINEAR DYNAMICS,closed,4110,1,24,3,0,42,3
BULLETIN OF MATERIALS SCIENCE,closed,1361,1,0,0,0,5,0
FINANCE AND STOCHASTICS,closed,62,0,0,0,0,1,0
SCIENCE & JUSTICE,closed,333,6,26,12,2,183,1
EUROPEAN ANNALS OF OTORHINOLARYNGOLOGY-HEAD AND NECK DISEASES,closed,192,0,6,1,0,44,0
FRENCH FORUM,closed,118,0,1,0,0,3,0
REVUE D HISTOIRE ECCLESIASTIQUE,closed,139,0,0,2,0,0,0
CIRCULATION-CARDIOVASCULAR INTERVENTIONS,closed,52,1,4,9,0,31,0
ASIAN JOURNAL OF CRIMINOLOGY,closed,22,1,0,1,0,22,0
HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,closed,292,0,0,0,0,6,0
LANDSLIDES,closed,611,31,25,4,5,68,5
CURRENT OPINION IN LIPIDOLOGY,closed,360,13,59,13,4,298,7
BIOPHYSICAL CHEMISTRY,closed,458,7,11,10,0,213,4
JOURNAL OF MODERN ITALIAN STUDIES,closed,217,6,6,3,0,35,4
JOURNAL OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT,closed,157,2,3,4,1,21,1
IEEE MULTIMEDIA,closed,129,0,2,1,0,10,0
JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH,closed,421,51,154,38,2,302,7
HEMATOLOGICAL ONCOLOGY,closed,356,1,13,6,11,239,5
IEEE SPECTRUM,closed,378,0,8,6,1,73,4
MENTAL HEALTH AND PHYSICAL ACTIVITY,closed,119,10,11,7,6,110,0
SOCIAL PSYCHOLOGY QUARTERLY,closed,95,18,15,11,3,77,5
AJAR-AFRICAN JOURNAL OF AIDS RESEARCH,closed,214,28,18,6,1,120,6
CHEMOTHERAPY,closed,277,1,6,2,2,75,0
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,closed,230,4,2,5,5,51,1
BRAIN TOPOGRAPHY,closed,314,1,16,3,0,138,3
ADVANCED MATERIALS,closed,6286,497,357,1183,6,2024,126
FASHION PRACTICE-THE JOURNAL OF DESIGN CREATIVE PROCESS & THE FASHION INDUSTRY,closed,74,0,0,1,0,14,4
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,closed,713,120,644,403,52,709,31
RESPIRATORY CARE,closed,317,5,60,3,3,156,3
GEOLOGICAL MAGAZINE,closed,392,9,12,7,1,57,72
PSYCHOLOGICAL MEDICINE,closed,971,124,388,100,80,842,27
GERIATRICS & GERONTOLOGY INTERNATIONAL,closed,1104,18,94,59,16,412,4
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,closed,4330,9,19,7,4,91,3
JOURNAL OF PSYCHOACTIVE DRUGS,closed,266,28,51,30,12,143,12
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,closed,1276,17,47,22,2,360,23
CELL BIOLOGY INTERNATIONAL,closed,1053,4,33,10,0,301,7
JOURNAL OF UROLOGY,closed,2634,105,875,298,90,1940,31
JOURNAL OF ROMAN STUDIES,closed,57,1,4,2,0,20,3
JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,closed,12,0,0,0,0,0,2
MINERVA UROLOGICA E NEFROLOGICA,closed,28,0,0,0,0,6,1
TEACHING SOCIOLOGY,closed,170,8,29,7,2,129,0
PLANT BIOSYSTEMS,closed,836,5,33,3,1,69,7
NEPHRON EXPERIMENTAL NEPHROLOGY,closed,53,0,1,0,0,10,0
BIOGERONTOLOGY,closed,268,14,54,9,1,141,3
JOURNAL OF STUDIES IN INTERNATIONAL EDUCATION,closed,167,6,17,9,9,149,1
PSYCHOLOGY OF SPORT AND EXERCISE,closed,580,22,63,40,11,391,7
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,closed,205,21,151,35,0,203,0
ALGAE,closed,86,1,0,0,0,0,2
INTERNATIONAL JOURNAL FOR EDUCATIONAL AND VOCATIONAL GUIDANCE,closed,98,2,52,0,0,63,0
NATURAL RESOURCES FORUM,closed,99,9,6,2,9,17,2
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,closed,461,45,26,28,13,130,21
ARCHIVES OF DISEASE IN CHILDHOOD,closed,857,118,351,77,70,768,18
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,closed,150,15,45,30,1,129,1
TRENDS IN CANCER,closed,122,23,31,12,1,121,1
JOURNAL OF ARACHNOLOGY,closed,234,17,11,10,0,60,14
JOURNAL OF AVIAN MEDICINE AND SURGERY,closed,200,0,12,9,1,58,1
DOCUMENTA OPHTHALMOLOGICA,closed,247,0,20,0,0,97,2
PLASMID,closed,241,3,6,1,0,101,3
EUROPEAN JOURNAL OF CANCER CARE,closed,745,10,63,18,19,391,3
FRONTIERS-A JOURNAL OF WOMEN STUDIES,closed,18,0,0,0,0,1,1
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,closed,87,2,2,0,1,27,2
SPORT IN SOCIETY,closed,109,0,6,3,0,39,1
PROCEEDINGS OF THE STEKLOV INSTITUTE OF MATHEMATICS,closed,846,0,1,0,0,5,0
MINI-REVIEWS IN MEDICINAL CHEMISTRY,closed,670,3,3,3,4,33,8
CHEMICAL ENGINEERING JOURNAL,closed,10339,21,59,52,8,485,14
INTERNAL MEDICINE JOURNAL,closed,1223,24,81,78,42,513,12
SOCIAL POLICY & ADMINISTRATION,closed,287,41,9,3,17,122,1
IEEE ELECTRON DEVICE LETTERS,closed,2800,38,3,46,1,64,8
FOOD CONTROL,closed,3530,44,100,53,44,517,15
JOURNAL OF RENAL NUTRITION,closed,379,15,51,18,3,201,3
RUSSIAN JOURNAL OF APPLIED CHEMISTRY,closed,2123,0,0,1,1,1,2
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,closed,192,41,61,17,2,159,5
FOOD BIOPHYSICS,closed,284,0,2,2,0,7,2
EARTH-SCIENCE REVIEWS,closed,693,52,68,39,10,275,35
ARCHIVOS DE BRONCONEUMOLOGIA,closed,426,2,42,5,0,234,1
THEORETICAL POPULATION BIOLOGY,closed,240,5,1,1,1,109,5
INTERNATIONAL JOURNAL OF AVIATION PSYCHOLOGY,closed,67,1,2,2,0,6,1
ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,closed,100,3,3,1,0,18,1
Psychology of Learning and Motivation,closed,104,4,2,4,1,35,0
FISCAL STUDIES,closed,87,4,2,2,14,29,1
CYTOLOGY AND GENETICS,closed,347,2,190,0,0,324,2
PRIMATES,closed,298,30,55,29,1,171,19
PROCEEDINGS OF THE NUTRITION SOCIETY,closed,31,2,13,3,1,23,1
BEHAVIOR RESEARCH METHODS,closed,155,17,4,1,1,82,1
TELOS,closed,92,0,0,1,0,6,0
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,closed,442,3,23,10,9,152,1
HIP INTERNATIONAL,closed,698,0,11,16,7,71,2
PERINOLA-REVISTA DE INVESTIGACION QUEVEDIANA,closed,23,0,0,0,0,0,0
Annual Review of Microbiology,closed,151,19,12,4,1,128,18
MEDITERRANEAN HISTORICAL REVIEW,closed,58,0,6,0,0,8,0
SEMINARS IN NEPHROLOGY,closed,274,10,21,5,0,105,5
SCHOOL PSYCHOLOGY QUARTERLY,closed,230,17,11,10,11,88,8
SEMINARS IN NEUROLOGY,closed,361,7,12,12,1,132,6
THERMOCHIMICA ACTA,closed,2205,4,7,0,1,40,4
JOURNAL OF CLINICAL DENSITOMETRY,closed,395,4,34,7,9,93,2
JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS,closed,111,0,0,0,0,3,0
NATURE PLANTS,closed,276,109,177,130,4,274,15
ACCOUNTABILITY IN RESEARCH-POLICIES AND QUALITY ASSURANCE,closed,127,26,21,6,3,64,4
JOURNAL OF DEVELOPMENT STUDIES,closed,543,20,26,14,66,210,6
SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,closed,307,1,18,2,3,145,2
CONTEMPORARY PRAGMATISM,closed,137,0,7,0,0,13,0
JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,closed,12,0,0,0,0,0,0
PUBLIC HEALTH NUTRITION,closed,213,13,23,14,3,121,0
JOURNAL OF AMERICAN STUDIES,closed,232,6,11,4,0,55,6
FORSCHENDE KOMPLEMENTARMEDIZIN,closed,120,6,22,5,3,43,3
JOURNAL OF INDIAN PHILOSOPHY,closed,180,0,5,0,0,22,14
DEPRESSION AND ANXIETY,closed,492,91,72,60,19,425,19
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,closed,217,2,71,1,6,114,1
SCANDINAVIAN JOURNAL OF SURGERY,closed,172,2,8,0,0,82,1
PUBLICATIONES MATHEMATICAE-DEBRECEN,closed,354,1,0,0,0,1,0
PHYTOMEDICINE,closed,1325,41,100,79,2,435,12
