journal,items,total,blogs,facebook,news,policies,twitter,wikipedia
JOURNAL OF THE KOREAN SOCIETY FOR APPLIED BIOLOGICAL CHEMISTRY,475,5,0,2,0,0,0,3
JOURNAL OF MUSICOLOGY,103,17,1,3,0,0,14,1
MIRES AND PEAT,99,7,0,0,0,1,7,0
GEOCHEMICAL JOURNAL,324,10,0,0,2,0,2,6
TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,1572,8,0,0,1,0,5,2
ACTA SCIENTIAE VETERINARIAE,72,0,0,0,0,0,0,0
MATHEMATICAL FINANCE,227,23,0,1,0,2,20,2
ANAESTHESIA AND INTENSIVE CARE,601,31,2,3,1,0,31,0
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,283,228,69,147,22,7,201,5
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,423,164,5,1,0,0,161,4
VISZERALMEDIZIN,91,1,0,0,0,0,1,0
ACS CHEMICAL BIOLOGY,2264,1449,142,179,144,8,1339,76
ANTIQUARIES JOURNAL,24,9,0,1,0,0,8,1
INFANT AND CHILD DEVELOPMENT,334,298,45,91,17,3,295,5
SCANNING,439,49,2,4,1,2,43,2
CONSERVATION & SOCIETY,232,109,6,16,6,18,88,10
EDUCATION FOR INFORMATION,22,1,0,0,0,0,1,0
SOUTH ATLANTIC QUARTERLY,359,158,37,23,4,6,126,12
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,398,29,0,0,0,0,29,0
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,554,408,102,60,92,45,378,18
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,554,8,1,0,0,0,6,2
NONLINEARITY,1182,515,7,34,5,0,496,2
LIT-LITERATURE INTERPRETATION THEORY,122,23,0,3,0,0,22,0
OPTICAL REVIEW,727,16,1,6,1,0,15,1
COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,151,24,2,5,0,2,20,1
ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,601,119,4,12,12,9,93,2
IRISH VETERINARY JOURNAL,175,114,0,22,4,0,111,2
JOURNAL OF APPLIED MECHANICS AND TECHNICAL PHYSICS,904,2,0,0,0,0,2,0
JOURNAL OF PERINATAL & NEONATAL NURSING,249,208,2,136,8,8,201,2
ART JOURNAL,141,16,0,4,0,0,8,4
NEW ENGLAND JOURNAL OF MEDICINE,2368,2364,1889,2256,1846,770,2363,566
JOURNAL OF CHEMICAL INFORMATION AND MODELING,1880,1290,132,154,30,8,1236,59
INVASIVE PLANT SCIENCE AND MANAGEMENT,309,73,6,35,17,1,58,3
PERIODICA MATHEMATICA HUNGARICA,302,17,0,0,0,0,17,0
BIOLOGY & PHILOSOPHY,339,216,20,37,3,0,201,15
PEDIATRIC CARDIOLOGY,1635,799,12,68,8,17,758,7
JOURNAL OF OCCUPATIONAL MEDICINE AND TOXICOLOGY,268,184,5,31,10,12,171,3
JOURNAL OF THE MEXICAN CHEMICAL SOCIETY,38,0,0,0,0,0,0,0
INFLAMMATORY BOWEL DISEASES,2035,1432,69,344,115,57,1341,18
STRAHLENTHERAPIE UND ONKOLOGIE,841,180,6,18,8,14,151,2
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,657,423,29,51,85,1,376,12
JOURNAL FRANCAIS D OPHTALMOLOGIE,854,155,1,21,2,2,140,0
ARID LAND RESEARCH AND MANAGEMENT,217,15,0,4,0,0,10,3
JOURNAL OF LARYNGOLOGY AND OTOLOGY,1682,957,21,70,13,17,919,18
PERSPECTIVES IN ECOLOGY AND CONSERVATION,80,57,1,21,4,4,51,1
SOLVENT EXTRACTION AND ION EXCHANGE,328,18,1,1,2,8,6,1
JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,299,7,0,1,1,0,5,0
EXPERIMENTAL ANIMALS,250,35,0,3,0,2,30,2
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,427,277,4,42,6,0,263,2
ARTNEWS,1,0,0,0,0,0,0,0
JOURNAL OF ENGLISH FOR ACADEMIC PURPOSES,246,153,6,18,5,0,145,0
AIDS RESEARCH AND HUMAN RETROVIRUSES,1302,667,12,82,48,10,643,6
JOURNAL OF AEROSOL SCIENCE,836,82,7,6,9,11,60,3
ISA TRANSACTIONS,1393,45,0,9,2,0,36,0
EXTRACTIVE INDUSTRIES AND SOCIETY-AN INTERNATIONAL JOURNAL,92,54,2,3,1,0,53,4
EUROPEAN JOURNAL OF CANCER,2402,1588,73,266,148,171,1455,37
RESEARCH IN SCIENCE & TECHNOLOGICAL EDUCATION,147,18,0,1,1,0,16,0
JOURNAL OF FAMILY VIOLENCE,560,383,28,31,11,64,335,10
AUTOMATED SOFTWARE ENGINEERING,131,23,1,1,1,1,21,0
MONATSHEFTE FUR CHEMIE,1666,36,1,11,0,0,21,5
ASIAN MYRMECOLOGY,40,2,1,0,2,0,0,0
SCIENCE OF SINTERING,268,1,0,0,1,0,0,0
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,3683,367,18,33,17,10,312,11
LASER PHYSICS,2073,84,0,10,1,0,71,3
MEDICAL CARE,1067,1005,133,272,162,82,983,13
TURKISH JOURNAL OF MATHEMATICS,835,10,0,0,0,0,10,0
AUSTRALIAN ECONOMIC HISTORY REVIEW,102,22,2,3,3,2,18,2
OPEN CHEMISTRY,371,26,0,17,3,0,15,1
MEASUREMENT SCIENCE REVIEW,297,5,0,0,0,0,5,0
AUSTRALIAN JOURNAL OF SOCIAL ISSUES,162,69,4,0,12,37,34,1
HERD-HEALTH ENVIRONMENTS RESEARCH & DESIGN JOURNAL,251,109,3,11,8,11,101,0
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,574,475,11,80,7,19,464,2
ANTHROPOLOGICAL FORUM,143,47,5,11,0,7,35,1
MEDICAL EDUCATION,702,620,42,155,25,22,611,9
POPULATION AND DEVELOPMENT REVIEW,222,151,33,37,46,24,142,14
JOURNAL OF VIBROENGINEERING,779,3,0,0,0,1,1,1
ADVANCES IN OPTICS AND PHOTONICS,84,30,0,6,3,0,26,3
ARCHIVO ESPANOL DE ARTE,139,10,0,2,1,0,6,3
BULLETIN OF THE COMEDIANTES,72,2,0,0,0,0,2,0
RUSSIAN CHEMICAL REVIEWS,356,17,1,3,2,0,7,4
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,3106,1079,66,192,86,92,915,31
CONTINUITY AND CHANGE,99,30,5,1,1,0,24,2
BIOENERGY RESEARCH,790,116,8,22,7,6,88,10
ORTHOPADE,813,290,1,237,4,2,72,1
JOURNAL OF PLASTIC FILM & SHEETING,129,4,0,1,1,0,2,0
MECHANIKA,669,3,0,0,1,0,2,0
MATHEMATICAL NOTES,1454,28,0,1,0,0,27,1
CLIMATE OF THE PAST,904,194,52,9,19,42,108,21
PHILOSOPHICAL INVESTIGATIONS,126,32,4,5,0,0,27,1
JOURNAL OF EVOLUTIONARY BIOLOGY,1503,1254,111,255,77,5,1213,73
JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING,194,131,1,79,2,9,117,0
AMERICAN JOURNAL OF TRANSPLANTATION,2282,1451,133,185,195,51,1342,27
QUARTERLY REVIEW OF BIOLOGY,66,47,11,16,11,1,44,7
GEODERMA,2403,505,56,92,25,43,381,12
JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,160,41,2,6,0,0,39,0
HISPANIA-REVISTA ESPANOLA DE HISTORIA,148,4,0,2,0,0,2,2
NUTRITION RESEARCH,884,582,77,249,105,10,535,9
JOURNAL OF INSECT BEHAVIOR,425,230,10,24,11,1,211,14
GESUNDE PFLANZEN,130,2,1,0,1,0,1,0
NATIONAL MEDICAL JOURNAL OF INDIA,68,30,1,3,1,0,28,0
BULLETIN OF THE MENNINGER CLINIC,79,38,1,3,3,0,36,0
ANALES DEL JARDIN BOTANICO DE MADRID,113,6,0,1,1,0,3,2
MATHEMATICS AND MECHANICS OF SOLIDS,530,12,1,0,0,0,12,0
MUSIC & LETTERS,119,60,5,3,0,1,56,2
FILTRATION & SEPARATION,101,1,0,0,0,0,0,1
JOURNAL OF BEHAVIORAL FINANCE,203,36,4,3,3,1,28,0
CELLULAR ONCOLOGY,328,123,1,9,1,0,117,2
ARCHIVE FOR HISTORY OF EXACT SCIENCES,122,24,2,3,1,0,20,6
WORLD JOURNAL OF CLINICAL CASES,430,101,2,15,6,4,84,9
GENETICS AND MOLECULAR BIOLOGY,614,245,9,30,10,1,232,9
HYDROLOGY RESEARCH,641,54,3,6,6,6,39,2
METABOLISM-CLINICAL AND EXPERIMENTAL,1276,688,64,219,73,8,626,27
IRBM,327,21,2,2,1,1,16,0
PROTIST,341,280,8,9,8,1,263,40
VIROLOGICA SINICA,170,88,4,3,0,2,83,1
INTERNATIONAL JOURNAL OF INFORMATION SECURITY,240,38,1,2,3,2,35,1
JOURNAL DE THEORIE DES NOMBRES DE BORDEAUX,175,10,0,1,0,0,8,2
INTERNATIONAL JOURNAL OF BIOMATHEMATICS,623,11,1,1,0,0,10,0
AVIAN CONSERVATION AND ECOLOGY,159,64,5,46,3,2,16,3
BIOLOGICAL REVIEWS,496,432,110,130,91,21,412,59
CHILD ABUSE REVIEW,234,185,27,56,6,51,169,1
GROUND WATER MONITORING AND REMEDIATION,208,30,1,6,0,5,24,0
JOURNAL OF ANIMAL SCIENCE,4038,928,46,73,79,32,823,10
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,424,225,17,51,18,11,210,11
SEX ROLES,694,507,95,177,133,18,470,58
AQUATIC ECOLOGY,285,199,7,9,1,4,193,2
EXPERIMENTAL AND APPLIED ACAROLOGY,808,289,8,48,8,3,261,13
POPULATION SPACE AND PLACE,410,183,10,29,17,28,156,6
STEM CELLS,1715,1488,234,965,128,4,1422,46
ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,2000,5,0,0,0,3,2,0
IEEE INTELLIGENT SYSTEMS,278,140,4,9,8,5,130,6
ECONOMIC AND INDUSTRIAL DEMOCRACY,224,120,0,19,4,20,99,1
LIQUID CRYSTALS,1438,44,2,10,6,0,28,1
INTERNATIONAL JOURNAL OF LEGAL MEDICINE,1178,574,23,49,20,6,537,25
INTERNATIONAL JOURNAL OF APPLIED MECHANICS,611,7,0,0,1,0,7,0
SYDOWIA,67,2,0,0,0,0,2,0
JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,740,653,4,19,7,2,653,3
PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,656,18,0,1,2,1,17,1
PETROLEUM SCIENCE AND TECHNOLOGY,2035,28,1,2,0,1,23,2
INVESTMENT ANALYSTS JOURNAL,80,12,0,0,0,0,11,1
SIAM JOURNAL ON SCIENTIFIC COMPUTING,1601,280,15,16,6,0,252,17
TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,171,13,1,2,0,0,11,1
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,46,0,0,0,0,0,0,0
CANADIAN MEDICAL ASSOCIATION JOURNAL,619,614,348,437,404,76,610,52
JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,1188,68,0,4,0,0,61,4
SOCIAL ISSUES AND POLICY REVIEW,51,46,13,18,9,8,43,1
INFORMATION & MANAGEMENT,498,124,3,10,4,4,111,3
TELEMEDICINE AND E-HEALTH,924,749,32,96,55,26,730,15
KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS,318,85,17,6,5,3,65,3
INTERNATIONAL JOURNAL OF HEALTH  ECONOMICS AND MANAGEMENT,84,82,5,72,4,3,81,0
METEOROLOGY AND ATMOSPHERIC PHYSICS,374,63,12,11,4,0,55,3
CIRCULATION RESEARCH,1681,1443,117,668,164,18,1421,71
DIALECTICA,183,49,1,22,0,0,32,2
JOURNAL OF HAND SURGERY-AMERICAN VOLUME,1818,1200,16,594,30,19,1144,14
ALLERGY,1378,1275,129,783,270,95,1252,40
ZEMDIRBYSTE-AGRICULTURE,307,3,0,0,0,1,0,2
SEMINARS IN MUSCULOSKELETAL RADIOLOGY,323,50,1,12,4,0,37,0
RADIOLOGIA,252,32,0,5,0,0,29,1
BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES-UNIVERSITY OF LONDON,132,49,1,12,2,0,37,7
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,154,100,9,9,2,2,96,4
HEART AND VESSELS,1050,244,5,20,6,7,222,4
JOURNAL OF POLYMER RESEARCH,1889,301,2,5,2,0,295,0
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,167,26,1,11,1,2,23,1
IMAGE AND VISION COMPUTING,591,75,2,2,3,2,67,3
GLOBAL HEART,12,3,0,0,0,0,3,0
CHILD & FAMILY SOCIAL WORK,514,321,68,38,12,71,247,5
MATHEMATICAL SOCIAL SCIENCES,469,45,2,5,1,1,36,8
ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,166,51,1,9,5,13,25,6
INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,1177,72,4,6,4,0,66,1
GLAND SURGERY,9,1,0,0,0,0,1,0
PSYCHOTHERAPY AND PSYCHOSOMATICS,176,155,36,41,90,27,144,10
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,63,2,0,0,0,0,2,0
MOLECULAR ONCOLOGY,821,467,16,58,34,4,427,17
HEALTH SERVICES RESEARCH,955,783,298,106,139,77,700,6
IEEE INDUSTRIAL ELECTRONICS MAGAZINE,104,18,0,3,1,0,13,5
SCREEN,221,57,1,14,1,0,50,1
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,294,249,44,156,17,1,223,7
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,1014,103,8,35,3,2,71,12
INTERNATIONAL JOURNAL OF ASIAN STUDIES,50,9,0,1,0,0,7,2
WOMEN & CRIMINAL JUSTICE,9,9,2,0,0,0,9,0
NATIONS AND NATIONALISM,291,219,9,57,6,2,208,15
BRITISH JOURNAL OF CRIMINOLOGY,440,379,48,59,55,44,368,14
ENDOCRINE PRACTICE,1008,291,19,59,60,13,224,17
VIATOR-MEDIEVAL AND RENAISSANCE STUDIES,277,12,1,1,2,0,5,3
FEMINISM & PSYCHOLOGY,213,183,27,29,22,5,169,8
ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,1018,455,34,36,35,51,393,19
INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,758,147,5,22,12,5,127,8
JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,1624,1375,105,504,284,56,1339,14
PULMONARY CIRCULATION,563,347,6,37,5,3,340,5
EUROPEAN CONSTITUTIONAL LAW REVIEW,176,108,19,16,0,3,100,0
BRITISH JOURNAL OF BIOMEDICAL SCIENCE,135,40,1,3,0,0,39,1
DRYING TECHNOLOGY,1300,39,3,5,4,0,29,1
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,399,5,1,0,1,0,3,1
PHYSICS OF ATOMIC NUCLEI,1457,100,2,14,0,1,92,2
EVOLUTIONARY BIOINFORMATICS,230,198,13,94,0,0,178,2
SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,734,179,5,26,12,7,162,2
JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS,814,668,22,70,107,22,635,9
POLITICAL STUDIES,443,412,53,76,33,18,406,11
INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS,61,10,0,0,0,0,9,1
CHRISTIAN BIOETHICS,146,22,0,1,4,0,19,0
COMPARATIVE MEDICINE,35,6,1,0,0,0,5,0
JOURNAL OF HERPETOLOGY,588,239,30,75,23,1,169,42
WORLD MYCOTOXIN JOURNAL,343,88,5,7,12,16,62,5
ENVIRONMENTAL EARTH SCIENCES,6501,1311,19,55,19,17,1228,19
ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,208,7,0,3,0,0,5,0
FORUM-A JOURNAL OF APPLIED RESEARCH IN CONTEMPORARY POLITICS,232,101,22,4,27,1,78,8
ACADEMY OF MANAGEMENT ANNALS,122,98,6,20,16,4,89,3
EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING,995,154,2,81,2,0,74,1
JOURNAL OF NANO RESEARCH,601,3,0,0,0,0,3,0
JOURNAL OF CHEMINFORMATICS,410,383,102,40,11,1,377,23
BMC GASTROENTEROLOGY,1249,648,53,134,40,7,604,15
JOURNAL OF HIGH SPEED NETWORKS,55,1,0,0,0,0,1,0
FEMINIST STUDIES,6,6,0,6,0,0,4,0
JOURNAL OF FELINE MEDICINE AND SURGERY,939,880,39,248,32,2,871,21
HEALTH PROMOTION INTERNATIONAL,579,519,45,85,30,73,502,5
WILDERNESS & ENVIRONMENTAL MEDICINE,375,266,38,99,49,1,230,14
FUZZY SETS AND SYSTEMS,1384,62,1,17,0,0,45,1
ENTERTAINMENT COMPUTING,28,9,0,0,0,0,9,0
RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,201,5,0,0,0,0,5,0
TURK PEDIATRI ARSIVI-TURKISH ARCHIVES OF PEDIATRICS,118,10,0,0,3,2,8,0
ACTA ZOOLOGICA,303,91,1,19,2,1,78,8
MODERN INTELLECTUAL HISTORY,246,74,3,7,1,1,67,3
SHOCK,1235,1161,25,712,8,12,1119,7
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,152,32,0,4,1,0,24,10
EARTH SURFACE PROCESSES AND LANDFORMS,1198,396,35,53,19,11,353,20
CARTILAGE,261,140,3,36,5,2,136,1
ACTA PHYSIOLOGICA,796,398,16,74,70,5,359,14
JACC-CARDIOVASCULAR IMAGING,694,613,25,221,93,29,607,12
2D MATERIALS,826,460,49,58,52,0,431,14
JOURNAL OF AAPOS,971,497,11,90,33,10,472,7
JOURNAL OF HARD TISSUE BIOLOGY,350,5,0,2,0,1,3,1
ARS MATHEMATICA CONTEMPORANEA,136,3,0,0,0,0,3,0
IMMUNOLOGICAL INVESTIGATIONS,433,135,2,17,5,0,129,0
NUTRITIONAL NEUROSCIENCE,349,224,31,95,69,3,192,8
CURRENT PAIN AND HEADACHE REPORTS,491,317,21,67,33,3,293,21
BMC PLANT BIOLOGY,2038,1322,121,165,48,0,1247,24
ENGLISH STUDIES IN CANADA,113,11,0,1,0,0,11,0
ADVANCES IN DIFFERENCE EQUATIONS,2512,71,1,36,1,0,35,2
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,941,50,3,7,5,2,40,1
JOURNAL OF CORPORATE FINANCE,791,221,33,21,38,6,169,8
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,242,207,49,110,6,6,197,1
HISTORIC ENVIRONMENT-POLICY & PRACTICE,122,31,0,2,0,1,29,2
JOURNAL OF MEDICAL ECONOMICS,512,452,8,25,28,33,447,0
ENTOMOLOGIA GENERALIS,88,43,6,1,0,0,42,0
ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE,85,4,0,1,0,0,4,0
INFECTION AND IMMUNITY,2811,1607,111,232,77,21,1484,49
JOURNAL OF ANCIENT NEAR EASTERN RELIGIONS,59,12,1,4,0,0,5,3
NOVA HEDWIGIA,504,47,2,4,1,0,12,29
BULLETIN OF INDONESIAN ECONOMIC STUDIES,112,98,2,76,6,4,81,0
FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,153,59,3,11,2,2,52,5
HPB,971,442,4,36,7,27,411,6
REVISTA DE PSIQUIATRIA Y SALUD MENTAL,151,81,0,9,1,0,78,3
JOURNAL OF LOW TEMPERATURE PHYSICS,1585,326,25,15,7,0,313,9
MEXICAN STUDIES-ESTUDIOS MEXICANOS,101,17,0,0,1,0,16,2
AAPS PHARMSCITECH,1431,459,35,163,56,0,383,7
KOREAN CIRCULATION JOURNAL,714,98,2,20,4,3,75,7
JORNAL BRASILEIRO DE PNEUMOLOGIA,470,191,2,34,2,8,166,3
CORNEA,1893,948,10,247,41,16,883,16
INTERNATIONAL JOURNAL OF EMERGING MARKETS,64,4,0,0,0,0,4,0
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,1520,250,6,30,41,4,200,2
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,560,348,34,59,19,12,320,9
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,382,176,14,38,18,18,144,11
LAND ECONOMICS,212,63,9,4,5,21,37,2
FRONTIERS IN MARINE SCIENCE,1354,1338,190,392,141,23,1338,27
ADVANCED SCIENCE,850,332,63,23,158,1,198,9
JOURNAL OF IMMUNOTHERAPY,331,253,6,13,13,0,251,3
INTERNATIONAL JOURNAL OF BILINGUALISM,263,69,7,19,7,2,55,5
REVIEW OF SOCIAL ECONOMY,60,26,3,5,1,0,25,0
JOURNAL OF ARID ENVIRONMENTS,1171,351,23,113,24,21,266,27
JOURNAL OF APPLIED RESEARCH IN MEMORY AND COGNITION,218,162,15,21,24,5,156,4
REVISTA BRASILEIRA DE REUMATOLOGIA,378,124,0,38,6,1,105,0
COASTAL ENGINEERING,849,205,4,13,13,14,183,6
STATISTICS AND COMPUTING,562,181,42,5,4,1,160,12
JOURNAL OF FIELD ROBOTICS,365,62,4,16,9,2,47,4
INTERNATIONAL AGROPHYSICS,419,10,0,1,0,0,9,0
HISTORY OF PSYCHOLOGY,156,90,9,14,3,0,80,15
INSURANCE MATHEMATICS & ECONOMICS,863,86,1,4,14,3,68,2
JOURNAL OF MATERIALS CHEMISTRY B,4951,1768,103,139,55,1,1609,21
EUROPEAN UROLOGY FOCUS,290,275,5,99,11,6,275,3
JOURNAL OF AQUATIC FOOD PRODUCT TECHNOLOGY,529,16,1,4,1,1,11,1
CHRONOBIOLOGY INTERNATIONAL,952,551,37,130,90,10,514,14
NEUROBIOLOGY OF DISEASE,1710,1000,91,189,257,4,874,38
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,2400,2229,29,1479,134,37,2111,28
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,769,135,0,2,3,1,131,0
GEOGRAPHICAL JOURNAL,241,190,58,47,12,12,175,8
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY,182,97,2,74,1,0,42,4
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,102,47,0,5,0,0,46,1
CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION,570,409,16,57,6,3,399,9
IEEE TRANSACTIONS ON MOBILE COMPUTING,1429,93,7,13,8,1,70,10
CURATOR-THE MUSEUM JOURNAL,191,88,6,38,3,3,78,5
JOURNAL OF APPLIED BIOMEDICINE,236,24,1,4,2,0,23,0
APPLIED ERGONOMICS,1279,547,33,102,51,40,489,6
JOURNAL OF SYMBOLIC LOGIC,515,60,4,1,0,0,56,5
JOURNAL OF HEART AND LUNG TRANSPLANTATION,1067,518,19,109,48,25,465,10
DRUG METABOLISM AND PHARMACOKINETICS,424,62,2,4,1,0,60,2
NATURAL LANGUAGE SEMANTICS,74,28,1,7,0,0,24,2
JOURNAL OF ADVANCED OXIDATION TECHNOLOGIES,47,0,0,0,0,0,0,0
VETERINARY DERMATOLOGY,578,499,8,94,23,0,480,6
NEUROMODULATION,656,398,10,95,42,12,382,12
MARINERS MIRROR,137,49,1,6,1,0,39,12
VETERINARY MICROBIOLOGY,2622,1330,51,146,27,48,1268,28
HEALTH POLICY,1187,840,50,300,64,161,750,14
JOURNAL OF BUSINESS & ECONOMIC STATISTICS,297,84,5,5,2,8,75,0
COGNITION TECHNOLOGY & WORK,298,74,2,9,0,2,69,1
BRAZILIAN ORAL RESEARCH,759,185,7,33,1,1,157,5
LIFE-BASEL,3,3,0,0,0,0,3,0
FRESHWATER BIOLOGY,1257,959,31,75,34,15,949,9
MINERVA BIOTECNOLOGICA,45,0,0,0,0,0,0,0
POE STUDIES-HISTORY THEORY INTERPRETATION,12,0,0,0,0,0,0,0
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,995,859,291,194,253,13,830,55
CHINESE PHYSICS LETTERS,3800,183,6,13,4,0,172,4
JOURNAL OF SOCIAL WORK EDUCATION,424,78,0,14,0,2,70,1
JOURNAL OF OCCUPATIONAL REHABILITATION,418,215,2,17,10,19,197,3
BIOLOGIA,1185,63,7,11,5,1,39,14
REVIEWS IN ANALYTICAL CHEMISTRY,97,5,2,1,1,0,3,0
REVIEWS ON ADVANCED MATERIALS SCIENCE,62,0,0,0,0,0,0,0
BIOTECHNOLOGY PROGRESS,1202,336,7,56,80,1,253,9
JOURNAL OF ANALYTICAL PSYCHOLOGY,144,90,0,12,1,0,87,0
BRAZILIAN JOURNAL OF MICROBIOLOGY,1107,346,23,23,7,1,317,8
ARTS & HEALTH,116,77,12,21,3,7,68,0
COGNITIVE NEUROSCIENCE,142,86,17,15,13,0,82,6
ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,48,3,0,0,0,0,3,0
ASLIB JOURNAL OF INFORMATION MANAGEMENT,191,73,14,9,2,10,66,0
ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,174,6,0,1,0,2,3,0
CRITICAL REVIEWS IN MICROBIOLOGY,266,215,11,24,10,3,213,12
INSECTES SOCIAUX,440,239,19,31,15,1,212,18
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,1572,725,98,51,35,29,682,16
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,238,84,9,12,5,3,68,7
INFORMATION & CULTURE,137,9,3,0,1,0,3,3
CHEMPLUSCHEM,1185,745,11,584,114,1,580,5
REVIEW OF NETWORK ECONOMICS,90,12,0,0,0,0,12,0
SAFETY AND HEALTH AT WORK,17,8,0,1,0,1,7,0
ASIA-PACIFIC JOURNAL OF TEACHER EDUCATION,202,49,1,3,3,1,47,0
READING TEACHER,379,208,3,48,9,0,195,7
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,362,66,5,3,0,0,62,1
CURRENT OPINION IN GASTROENTEROLOGY,526,387,22,52,25,6,379,17
BIOTECHNOLOGY JOURNAL,1098,721,41,135,358,4,591,13
BEHAVIOURAL PHARMACOLOGY,550,500,14,36,18,1,497,6
PHYSICAL MEDICINE AND REHABILITATION CLINICS OF NORTH AMERICA,357,141,1,37,2,7,127,7
THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY,129,13,1,3,1,0,11,0
ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION,230,153,2,11,7,4,146,7
CHEMNANOMAT,483,467,7,296,68,0,436,2
COMPLEXITY,1428,233,22,45,30,1,208,22
SEMINARS IN NUCLEAR MEDICINE,295,244,0,23,7,1,236,10
TOXICOLOGY RESEARCH,606,528,4,24,7,3,521,3
SCIENTIFIC STUDIES OF READING,205,96,7,28,12,3,86,0
INHALATION TOXICOLOGY,528,202,10,33,16,46,162,5
DENTAL MATERIALS,1303,295,12,37,10,1,265,4
AFRICAN ARCHAEOLOGICAL REVIEW,164,82,3,19,1,0,72,7
SALUD COLECTIVA,214,97,2,86,1,1,82,0
TURKISH JOURNAL OF CHEMISTRY,673,2,0,1,0,0,1,0
MICROPALEONTOLOGY,1,0,0,0,0,0,0,0
ANATOLIAN JOURNAL OF CARDIOLOGY,865,85,3,8,3,2,76,1
LIVESTOCK SCIENCE,1903,243,25,46,12,11,194,12
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,231,16,0,2,0,2,13,0
