journal,journal_if,year
Circulation-Heart Failure,6.526,2018
mSystems,6.519,2018
METABOLISM-CLINICAL AND EXPERIMENTAL,6.513,2018
Tissue Engineering Part B-Reviews,6.512,2018
CANCER LETTERS,6.508,2018
ACM TRANSACTIONS ON GRAPHICS,6.495,2018
IEEE Transactions on Robotics,6.483,2018
GONDWANA RESEARCH,6.478,2018
BASIC RESEARCH IN CARDIOLOGY,6.47,2018
PLoS Pathogens,6.463,2018
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,6.455,2018
EPIDEMIOLOGIC REVIEWS,6.455,2018
EXERCISE IMMUNOLOGY REVIEW,6.455,2018
JOURNAL OF ECONOMIC PERSPECTIVES,6.451,2018
GeroScience,6.444,2018
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,6.436,2018
CLINICAL MICROBIOLOGY AND INFECTION,6.425,2018
ANESTHESIOLOGY,6.424,2018
IEEE Transactions on Dependable and Secure Computing,6.404,2018
Soft Robotics,6.403,2018
CLINICAL NUTRITION,6.402,2018
Epidemiology and Psychiatric Sciences,6.402,2018
Epidemiology and Psychiatric Sciences,6.402,2018
International Journal of Neural Systems,6.4,2018
JOURNAL OF CLEANER PRODUCTION,6.395,2018
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,6.394,2018
SENSORS AND ACTUATORS B-CHEMICAL,6.393,2018
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,6.391,2018
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,6.391,2018
Business Strategy and the Environment,6.381,2018
ENDOSCOPY,6.381,2018
PHYSIOLOGY,6.38,2018
MODERN PATHOLOGY,6.365,2018
JOURNAL OF COLLOID AND INTERFACE SCIENCE,6.361,2018
AUTOMATICA,6.355,2018
CORROSION SCIENCE,6.355,2018
BRAIN PATHOLOGY,6.352,2018
ANALYTICAL CHEMISTRY,6.35,2018
ATOMIC DATA AND NUCLEAR DATA TABLES,6.349,2018
JOURNAL OF POLITICAL ECONOMY,6.342,2018
CLINICAL PHARMACOLOGY & THERAPEUTICS,6.336,2018
JOURNAL OF BUSINESS VENTURING,6.333,2018
npj Biofilms and Microbiomes,6.333,2018
Swarm and Evolutionary Computation,6.33,2018
Advanced Electronic Materials,6.312,2018
COMPOSITES SCIENCE AND TECHNOLOGY,6.309,2018
PLANT PHYSIOLOGY,6.305,2018
JOURNAL OF INVESTIGATIVE DERMATOLOGY,6.29,2018
IEEE Transactions on Affective Computing,6.288,2018
Oceanography and Marine Biology,6.286,2018
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,6.282,2018
Science Bulletin,6.277,2018
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,6.271,2018
Advanced Healthcare Materials,6.27,2018
PSYCHOLOGICAL REVIEW,6.266,2018
PSYCHOLOGICAL REVIEW,6.266,2018
Comprehensive Physiology,6.246,2018
Clinical Journal of the American Society of Nephrology,6.243,2018
IEEE CONTROL SYSTEMS MAGAZINE,6.228,2018
TOBACCO CONTROL,6.221,2018
TOBACCO CONTROL,6.221,2018
Reviews of Physiology Biochemistry and Pharmacology,6.214,2018
Emerging Microbes & Infections,6.212,2018
IEEE Transactions on Information Forensics and Security,6.211,2018
ASTRONOMY & ASTROPHYSICS,6.209,2018
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,6.208,2018
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,6.203,2018
JOURNAL OF FINANCE,6.201,2018
BRITISH JOURNAL OF ANAESTHESIA,6.199,2018
CONSERVATION BIOLOGY,6.194,2018
ENTREPRENEURSHIP THEORY AND PRACTICE,6.193,2018
Environmental Research Letters,6.192,2018
Family Business Review,6.188,2018
ALTEX-Alternatives to Animal Experimentation,6.183,2018
Molecular Metabolism,6.181,2018
BRAIN BEHAVIOR AND IMMUNITY,6.17,2018
JAMA Ophthalmology,6.167,2018
CHEMICAL COMMUNICATIONS,6.164,2018
Cancers,6.162,2018
PROGRESS IN CARDIOVASCULAR DISEASES,6.162,2018
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,6.155,2018
JOURNAL OF ECONOMIC GROWTH,6.154,2018
IEEE Vehicular Technology Magazine,6.145,2018
Alzheimers Research & Therapy,6.142,2018
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,6.14,2018
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,6.139,2018
Applied Mechanics Reviews,6.138,2018
AMERICAN JOURNAL OF HEMATOLOGY,6.137,2018
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,6.134,2018
DIABETES OBESITY & METABOLISM,6.133,2018
ACM COMPUTING SURVEYS,6.131,2018
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,6.129,2018
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,6.129,2018
BLOOD REVIEWS,6.125,2018
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,6.12,2018
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,6.111,2018
CANCER,6.102,2018
AMERICAN JOURNAL OF SPORTS MEDICINE,6.093,2018
INVESTIGATIVE RADIOLOGY,6.091,2018
Circulation-Cardiovascular Interventions,6.088,2018
Science China-Chemistry,6.085,2018
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,6.081,2018
PROGRESS IN SOLID STATE CHEMISTRY,6.077,2018
JOURNAL OF NEUROSCIENCE,6.074,2018
INTERNATIONAL JOURNAL OF COMPUTER VISION,6.071,2018
Reviews in Computational Chemistry,6.071,2018
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,6.069,2018
STROKE,6.058,2018
JOURNAL OF MEDICINAL CHEMISTRY,6.054,2018
JOURNAL OF INTERNAL MEDICINE,6.051,2018
CARBOHYDRATE POLYMERS,6.044,2018
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,6.04,2018
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,6.039,2018
International Journal of Behavioral Nutrition and Physical Activity,6.037,2018
DESALINATION,6.035,2018
PAIN,6.029,2018
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,6.028,2018
SOLAR ENERGY MATERIALS AND SOLAR CELLS,6.019,2018
CURRENT OPINION IN NEUROBIOLOGY,6.014,2018
JCI Insight,6.014,2018
TOURISM MANAGEMENT,6.012,2018
MACROMOLECULES,5.997,2018
Oncogenesis,5.995,2018
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,5.98,2018
IEEE Journal of Emerging and Selected Topics in Power Electronics,5.972,2018
IEEE Transactions on Cloud Computing,5.967,2018
Molecular Oncology,5.962,2018
Stem Cells Translational Medicine,5.962,2018
Cell Death & Disease,5.959,2018
EDUCATIONAL PSYCHOLOGIST,5.956,2018
Nanotoxicology,5.955,2018
Cardiovascular Diabetology,5.948,2018
ECOGRAPHY,5.946,2018
Liver Cancer,5.944,2018
JOURNAL OF PATHOLOGY,5.942,2018
Inorganic Chemistry Frontiers,5.934,2018
Scientific Data,5.929,2018
NBER Macroeconomics Annual,5.923,2018
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,5.919,2018
Molecular Therapy-Nucleic Acids,5.919,2018
JOURNAL OF MEDICAL GENETICS,5.899,2018
PATTERN RECOGNITION,5.898,2018
ANGIOGENESIS,5.894,2018
Acta Neuropathologica Communications,5.883,2018
ANAESTHESIA,5.879,2018
Environmental Sciences Europe,5.878,2018
Signal Transduction and Targeted Therapy,5.873,2018
Acta Physiologica,5.868,2018
Chinese Physics C,5.861,2018
Advances in Catalysis,5.857,2018
Foundations and Trends in Information Retrieval,5.857,2018
IEEE Computational Intelligence Magazine,5.857,2018
MOLECULAR ECOLOGY,5.855,2018
Translational Stroke Research,5.847,2018
Kidney International Supplements,5.842,2018
FOOD HYDROCOLLOIDS,5.839,2018
JOURNAL OF MANAGEMENT STUDIES,5.839,2018
JOURNAL OF HIGH ENERGY PHYSICS,5.833,2018
GLIA,5.829,2018
ANTIOXIDANTS & REDOX SIGNALING,5.828,2018
Circulation-Cardiovascular Imaging,5.813,2018
NEUROIMAGE,5.812,2018
Acta Pharmaceutica Sinica B,5.808,2018
INTERNATIONAL JOURNAL OF PLASTICITY,5.8,2018
JOURNAL OF WORLD BUSINESS,5.789,2018
AMERICAN JOURNAL OF BIOETHICS,5.786,2018
AMERICAN JOURNAL OF BIOETHICS,5.786,2018
NEURAL NETWORKS,5.785,2018
JOURNAL OF APPLIED ECOLOGY,5.782,2018
Earths Future,5.781,2018
NUTRITION REVIEWS,5.779,2018
ACS Macro Letters,5.775,2018
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,5.775,2018
Advances in Immunology,5.771,2018
MATERIALS & DESIGN,5.77,2018
Future Generation Computer Systems-The International Journal of eScience,5.768,2018
DEVELOPMENT,5.763,2018
Geochemical Perspectives,5.75,2018
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,5.744,2018
ARCHIVES OF TOXICOLOGY,5.741,2018
NEUROPSYCHOLOGY REVIEW,5.739,2018
NEUROPSYCHOLOGY REVIEW,5.739,2018
GLOBAL BIOGEOCHEMICAL CYCLES,5.733,2018
Catalysis Science & Technology,5.726,2018
PLANT JOURNAL,5.726,2018
Advances in Ecological Research,5.724,2018
ENVIRONMENTAL POLLUTION,5.714,2018
Molecular Autism,5.712,2018
HEALTH AFFAIRS,5.711,2018
HEALTH AFFAIRS,5.711,2018
JOURNAL OF BONE AND MINERAL RESEARCH,5.711,2018
Molecular Therapy-Oncolytics,5.71,2018
IEEE Transactions on Services Computing,5.707,2018
Journal of Neuroinflammation,5.7,2018
CRITICAL REVIEWS IN MICROBIOLOGY,5.697,2018
HARVARD BUSINESS REVIEW,5.691,2018
IEEE TRANSACTIONS ON COMMUNICATIONS,5.69,2018
Journal of Clinical Medicine,5.688,2018
JOURNAL OF ECOLOGY,5.687,2018
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,5.683,2018
BREAST CANCER RESEARCH,5.676,2018
Therapeutic Advances in Medical Oncology,5.67,2018
ATMOSPHERIC CHEMISTRY AND PHYSICS,5.668,2018
BIOMACROMOLECULES,5.667,2018
GLOBAL ECOLOGY AND BIOGEOGRAPHY,5.667,2018
Physics of the Dark Universe,5.66,2018
FREE RADICAL BIOLOGY AND MEDICINE,5.657,2018
Cells,5.656,2018
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,5.655,2018
Multiple Sclerosis Journal,5.649,2018
JOURNAL OF UROLOGY,5.647,2018
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,5.646,2018
PSYCHOLOGICAL MEDICINE,5.641,2018
PSYCHOLOGICAL MEDICINE,5.641,2018
European Journal of Preventive Cardiology,5.64,2018
Science China-Materials,5.636,2018
LEADERSHIP QUARTERLY,5.631,2018
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,5.63,2018
COMPUTERS & EDUCATION,5.627,2018
COMPUTERS & EDUCATION,5.627,2018
PLANT CELL AND ENVIRONMENT,5.624,2018
Annual Review of Vision Science,5.622,2018
CEMENT AND CONCRETE RESEARCH,5.618,2018
Microsystems & Nanoengineering,5.616,2018
STEM CELLS,5.614,2018
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,5.605,2018
Advances in Virus Research,5.6,2018
NUTRITION RESEARCH REVIEWS,5.595,2018
ULTRASOUND IN OBSTETRICS & GYNECOLOGY,5.595,2018
CANADIAN JOURNAL OF CARDIOLOGY,5.592,2018
SCIENCE OF THE TOTAL ENVIRONMENT,5.589,2018
ASTROPHYSICAL JOURNAL,5.58,2018
PHARMACOLOGICAL RESEARCH,5.574,2018
BRITISH JOURNAL OF SURGERY,5.572,2018
Ecosystem Services,5.572,2018
Ecosystem Services,5.572,2018
STRATEGIC MANAGEMENT JOURNAL,5.572,2018
ACS Synthetic Biology,5.571,2018
Journal of Stroke,5.571,2018
Nanomedicine-Nanotechnology Biology and Medicine,5.57,2018
Cold Spring Harbor Perspectives in Medicine,5.564,2018
Fungal Biology Reviews,5.563,2018
EPILEPSIA,5.562,2018
Gastric Cancer,5.554,2018
Neurotherapeutics,5.552,2018
Journal of Physiotherapy,5.551,2018
Advances in Parasitology,5.547,2018
LIVER INTERNATIONAL,5.542,2018
ENERGY,5.537,2018
Translational Neurodegeneration,5.534,2018
Energy Research & Social Science,5.525,2018
INFORMATION SCIENCES,5.524,2018
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,5.524,2018
Photonics Research,5.522,2018
JOURNAL OF ABNORMAL PSYCHOLOGY,5.519,2018
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,5.516,2018
Aging-US,5.515,2018
Corporate Social Responsibility and Environmental Management,5.513,2018
HUMAN REPRODUCTION,5.506,2018
CONTACT DERMATITIS,5.504,2018
Trends in Environmental Analytical Chemistry,5.5,2018
Stem Cell Reports,5.499,2018
ASTRONOMICAL JOURNAL,5.497,2018
Clinical Epigenetics,5.496,2018
ANNALS OF TOURISM RESEARCH,5.493,2018
Hepatology International,5.49,2018
MICROCHIMICA ACTA,5.479,2018
RNA Biology,5.477,2018
Reviews of Environmental Contamination and Toxicology,5.462,2018
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,5.46,2018
CYTOKINE & GROWTH FACTOR REVIEWS,5.458,2018
Trauma Violence & Abuse,5.457,2018
Global Food Security-Agriculture Policy Economics and Environment,5.456,2018
Biotechnology for Biofuels,5.452,2018
IEEE TRANSACTIONS ON MULTIMEDIA,5.452,2018
ADVANCED SYNTHESIS & CATALYSIS,5.451,2018
RENEWABLE ENERGY,5.439,2018
MEDICAL JOURNAL OF AUSTRALIA,5.438,2018
CEREBRAL CORTEX,5.437,2018
WASTE MANAGEMENT,5.431,2018
RESEARCH POLICY,5.425,2018
JOURNAL OF PAIN,5.424,2018
BRITISH JOURNAL OF CANCER,5.416,2018
FERTILITY AND STERILITY,5.411,2018
COMMUNICATIONS OF THE ACM,5.41,2018
JOURNAL OF ECONOMIC LITERATURE,5.41,2018
Virus Evolution,5.408,2018
PEDIATRICS,5.401,2018
Current Opinion in Virology,5.4,2018
Expert Opinion on Drug Delivery,5.4,2018
FOOD CHEMISTRY,5.399,2018
Advanced Materials Technologies,5.395,2018
AMERICAN SOCIOLOGICAL REVIEW,5.391,2018
FASEB JOURNAL,5.391,2018
CHEMICAL RECORD,5.387,2018
ELECTROCHIMICA ACTA,5.383,2018
AMERICAN JOURNAL OF PUBLIC HEALTH,5.381,2018
AMERICAN JOURNAL OF PUBLIC HEALTH,5.381,2018
AMERICAN STATISTICIAN,5.381,2018
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,5.371,2018
JOURNAL OF EXPERIMENTAL BOTANY,5.36,2018
JOURNAL OF NANOBIOTECHNOLOGY,5.345,2018
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,5.341,2018
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,5.341,2018
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,5.339,2018
Journal of Travel Research,5.338,2018
OncoImmunology,5.333,2018
INTERNATIONAL JOURNAL OF COAL GEOLOGY,5.33,2018
Journal of Chemical Theory and Computation,5.313,2018
SOIL BIOLOGY & BIOCHEMISTRY,5.29,2018
CURRENT OPINION IN GENETICS & DEVELOPMENT,5.288,2018
Internet and Higher Education,5.284,2018
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,5.273,2018
IEEE Transactions on Transportation Electrification,5.27,2018
ANNALS OF EMERGENCY MEDICINE,5.266,2018
Nonlinear Analysis-Hybrid Systems,5.266,2018
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,5.261,2018
European Heart Journal-Cardiovascular Imaging,5.26,2018
ANALYTICA CHIMICA ACTA,5.256,2018
ONCOLOGIST,5.252,2018
RADIOTHERAPY AND ONCOLOGY,5.252,2018
Biomaterials Science,5.251,2018
Forum of Mathematics Pi,5.25,2018
Industrial and Organizational Psychology-Perspectives on Science and Practice,5.25,2018
Photoacoustics,5.25,2018
TECHNOVATION,5.25,2018
TECHNOVATION,5.25,2018
CLINICAL SCIENCE,5.237,2018
Clinics in Liver Disease,5.233,2018
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,5.231,2018
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,5.231,2018
IEEE TRANSACTIONS ON SIGNAL PROCESSING,5.23,2018
SURVEYS IN GEOPHYSICS,5.226,2018
HEART RHYTHM,5.225,2018
IEEE Transactions on Automation Science and Engineering,5.224,2018
PLoS Genetics,5.224,2018
CONTEMPORARY PHYSICS,5.219,2018
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,5.212,2018
HUMAN GENETICS,5.207,2018
BRITISH JOURNAL OF HAEMATOLOGY,5.206,2018
Frontiers in Cell and Developmental Biology,5.206,2018
Educational Research Review,5.204,2018
CURRENT OPINION IN PHARMACOLOGY,5.203,2018
JOURNAL OF BIOMEDICAL SCIENCE,5.203,2018
Annual Review of Animal Biosciences,5.2,2018
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,5.193,2018
Journal of the International AIDS Society,5.192,2018
Journal of CO2 Utilization,5.189,2018
Translational Psychiatry,5.182,2018
JOURNAL OF EDUCATIONAL PSYCHOLOGY,5.178,2018
Natureza & Conservacao,5.176,2018
IEEE JOURNAL OF SOLID-STATE CIRCUITS,5.173,2018
CEMENT & CONCRETE COMPOSITES,5.172,2018
Journal of Energy Chemistry,5.162,2018
CHEMISTRY-A EUROPEAN JOURNAL,5.16,2018
NEUROBIOLOGY OF DISEASE,5.16,2018
APPLIED SURFACE SCIENCE,5.155,2018
Geoscientific Model Development,5.154,2018
RHEUMATOLOGY,5.149,2018
ENVIRONMENTAL MICROBIOLOGY,5.147,2018
LANDSCAPE AND URBAN PLANNING,5.144,2018
LANDSCAPE AND URBAN PLANNING,5.144,2018
JOURNAL OF PEST SCIENCE,5.133,2018
JOURNAL OF GASTROENTEROLOGY,5.13,2018
FUEL,5.128,2018
Journal of Occupational Health Psychology,5.128,2018
NEUROINFORMATICS,5.127,2018
JOURNAL OF DENTAL RESEARCH,5.125,2018
Frontiers in Bioengineering and Biotechnology,5.122,2018
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,5.113,2018
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,5.113,2018
REGIONAL ANESTHESIA AND PAIN MEDICINE,5.113,2018
Cell Communication and Signaling,5.111,2018
CHEMOSPHERE,5.108,2018
EUROPEAN JOURNAL OF ENDOCRINOLOGY,5.107,2018
SEPARATION AND PURIFICATION TECHNOLOGY,5.107,2018
PROGRESS IN QUANTUM ELECTRONICS,5.105,2018
KNOWLEDGE-BASED SYSTEMS,5.101,2018
JOURNAL OF INFECTION,5.099,2018
CELL BIOLOGY AND TOXICOLOGY,5.097,2018
ARTIFICIAL INTELLIGENCE REVIEW,5.095,2018
AMERICAN PSYCHOLOGIST,5.094,2018
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,5.093,2018
HEART,5.082,2018
REVISTA ESPANOLA DE CARDIOLOGIA,5.078,2018
Organic Chemistry Frontiers,5.076,2018
SEMINARS IN ARTHRITIS AND RHEUMATISM,5.072,2018
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,5.07,2018
BMJ Open Diabetes Research & Care,5.067,2018
JOURNAL OF APPLIED PSYCHOLOGY,5.067,2018
JOURNAL OF MOLECULAR BIOLOGY,5.067,2018
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,5.063,2018
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,5.057,2018
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,5.055,2018
EUROPACE,5.047,2018
Journal of Materials Chemistry B,5.047,2018
JOURNAL OF INFECTIOUS DISEASES,5.045,2018
Journal of Advanced Research,5.045,2018
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,5.045,2018
Therapeutic Advances in Musculoskeletal Disease,5.045,2018
Research Synthesis Methods,5.043,2018
JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,5.04,2018
CELL PROLIFERATION,5.039,2018
Evolutionary Applications,5.038,2018
FUNCTIONAL ECOLOGY,5.037,2018
VALUE IN HEALTH,5.037,2018
VALUE IN HEALTH,5.037,2018
Allergy Asthma & Immunology Research,5.026,2018
ENVIRONMENTAL RESEARCH,5.026,2018
CHILD DEVELOPMENT,5.024,2018
CELLULAR ONCOLOGY,5.02,2018
npj Vaccines,5.02,2018
PROCEEDINGS OF THE NUTRITION SOCIETY,5.017,2018
JOURNAL OF SANDWICH STRUCTURES & MATERIALS,5.015,2018
Business & Society,5.013,2018
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,5.012,2018
HARMFUL ALGAE,5.012,2018
JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,5.008,2018
GEOLOGY,5.006,2018
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,5.005,2018
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,5,2018
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,5,2018
Advances in Physics-X,5,2018
CALIFORNIA MANAGEMENT REVIEW,5,2018
JOURNAL OF ORGANIZATIONAL BEHAVIOR,5,2018
YALE LAW JOURNAL,5,2018
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,4.998,2018
DRUGS,4.993,2018
IEEE Transactions on Emerging Topics in Computing,4.989,2018
JOURNAL OF PHYSIOLOGY-LONDON,4.984,2018
INTERNATIONAL JOURNAL OF CANCER,4.982,2018
JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,4.978,2018
REVIEW OF FINANCIAL STUDIES,4.975,2018
Circulation-Arrhythmia and Electrophysiology,4.968,2018
OBSTETRICS AND GYNECOLOGY,4.965,2018
JOURNAL OF CLINICAL MICROBIOLOGY,4.959,2018
Materials Science & Engineering C-Materials for Biological Applications,4.959,2018
PALLIATIVE MEDICINE,4.956,2018
JOURNAL OF MEDICAL INTERNET RESEARCH,4.945,2018
IEEE-ASME TRANSACTIONS ON MECHATRONICS,4.943,2018
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,4.939,2018
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,4.938,2018
ACADEMIC MEDICINE,4.937,2018
BIPOLAR DISORDERS,4.936,2018
HYDROLOGY AND EARTH SYSTEM SCIENCES,4.936,2018
DEPRESSION AND ANXIETY,4.935,2018
DEPRESSION AND ANXIETY,4.935,2018
European Respiratory Review,4.929,2018
Wiley Interdisciplinary Reviews-RNA,4.928,2018
Developmental Cognitive Neuroscience,4.92,2018
Developmental Cognitive Neuroscience,4.92,2018
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,4.919,2018
TALANTA,4.916,2018
Annual Review of Sociology,4.915,2018
Translational Research,4.915,2018
CHINESE JOURNAL OF CATALYSIS,4.914,2018
Advances in Genetics,4.913,2018
Sustainable Energy & Fuels,4.912,2018
ACS Infectious Diseases,4.911,2018
Clinical Research in Cardiology,4.907,2018
INTEGRATED COMPUTER-AIDED ENGINEERING,4.904,2018
BIODRUGS,4.903,2018
PSYCHOLOGICAL SCIENCE,4.902,2018
CANCER IMMUNOLOGY IMMUNOTHERAPY,4.9,2018
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.899,2018
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.899,2018
Journal of the American Medical Directors Association,4.899,2018
Circulation-Cardiovascular Genetics,4.897,2018
Journal of Computer-Mediated Communication,4.896,2018
JOURNAL OF ACCOUNTING RESEARCH,4.891,2018
CATALYSIS TODAY,4.888,2018
Forensic Science International-Genetics,4.884,2018
ENERGY POLICY,4.88,2018
ENERGY POLICY,4.88,2018
OSTEOARTHRITIS AND CARTILAGE,4.879,2018
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,4.878,2018
Molecular Therapy-Methods & Clinical Development,4.875,2018
APPLIED SOFT COMPUTING,4.873,2018
Journal of Behavioral Addictions,4.873,2018
Journal of Behavioral Addictions,4.873,2018
JOURNAL OF NEUROCHEMISTRY,4.87,2018
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,4.868,2018
Oxidative Medicine and Cellular Longevity,4.868,2018
Travel Medicine and Infectious Disease,4.868,2018
Dialogues in Clinical Neuroscience,4.867,2018
JOURNAL OF ENVIRONMENTAL MANAGEMENT,4.865,2018
Microbial Biotechnology,4.857,2018
MOLECULAR CANCER THERAPEUTICS,4.856,2018
Microbial Genomics,4.853,2018
INORGANIC CHEMISTRY,4.85,2018
Global Change Biology Bioenergy,4.849,2018
DEVELOPMENTAL REVIEW,4.846,2018
International Journal of Applied Earth Observation and Geoinformation,4.846,2018
Essays in Biochemistry,4.845,2018
CURRENT OPINION IN LIPIDOLOGY,4.844,2018
EUROPEAN PHYSICAL JOURNAL C,4.843,2018
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,4.833,2018
BIOLOGY AND FERTILITY OF SOILS,4.829,2018
COMPOSITE STRUCTURES,4.829,2018
MOLECULAR & CELLULAR PROTEOMICS,4.828,2018
JOURNAL OF INDUSTRIAL ECOLOGY,4.826,2018
BIOCHEMICAL PHARMACOLOGY,4.825,2018
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4.821,2018
BUILDING AND ENVIRONMENT,4.82,2018
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,4.817,2018
ENVIRONMENTAL SCIENCE & POLICY,4.816,2018
Translational Lung Cancer Research,4.806,2018
JOURNAL OF CLIMATE,4.805,2018
Clinical and Translational Gastroenterology,4.803,2018
IEEE Transactions on Control of Network Systems,4.802,2018
IEEE Power & Energy Magazine,4.8,2018
NEW MEDIA & SOCIETY,4.8,2018
CLIMATE POLICY,4.797,2018
Cryosphere,4.79,2018
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,4.784,2018
Food and Energy Security,4.781,2018
INDUSTRIAL MARKETING MANAGEMENT,4.779,2018
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,4.778,2018
NUCLEAR DATA SHEETS,4.778,2018
Virulence,4.775,2018
ENDOCRINE-RELATED CANCER,4.774,2018
Pharmaceutics,4.773,2018
CRITICAL REVIEWS IN TOXICOLOGY,4.771,2018
COMPUTERS IN INDUSTRY,4.769,2018
REVIEW OF ECONOMIC STUDIES,4.767,2018
AMERICAN JOURNAL OF MEDICINE,4.76,2018
Polymer Chemistry,4.76,2018
Vaccines,4.76,2018
ANNUAL REVIEWS IN CONTROL,4.759,2018
DIABETES-METABOLISM RESEARCH AND REVIEWS,4.758,2018
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,4.757,2018
IUCrJ,4.756,2018
RESPIROLOGY,4.756,2018
JOURNAL OF PEASANT STUDIES,4.754,2018
CANCER SCIENCE,4.751,2018
JOURNAL OF MOLECULAR MEDICINE-JMM,4.746,2018
JOURNAL OF ORGANIC CHEMISTRY,4.745,2018
EXPERIMENTAL AND MOLECULAR MEDICINE,4.743,2018
JOURNAL OF LIPID RESEARCH,4.743,2018
TRANSPLANTATION,4.743,2018
