journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY,open,373,5,8,4,5,74,3
ECOLOGICAL MONOGRAPHS,open,83,22,28,19,2,75,3
PEDIATRIC ANESTHESIA,open,80,6,16,4,0,71,1
RADIOCARBON,closed,521,8,21,8,1,56,10
NEW POLITICAL ECONOMY,open,99,14,17,8,4,76,2
POLITICAL SCIENCE QUARTERLY,open,9,1,1,1,0,4,0
JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,closed,606,93,39,46,10,338,8
LEARNING AND INSTRUCTION,open,65,4,8,8,2,44,1
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,closed,119,0,1,2,0,7,0
EDUCATIONAL GERONTOLOGY,open,31,0,1,0,0,13,0
JOURNAL OF RHEOLOGY,closed,418,1,4,3,0,37,1
PEDIATRIC CLINICS OF NORTH AMERICA,open,78,7,20,8,4,55,9
REVISTA IBEROAMERICANA DE DIAGNOSTICO Y EVALUACION-E AVALIACAO PSICOLOGICA,closed,47,0,0,0,0,0,0
BANACH JOURNAL OF MATHEMATICAL ANALYSIS,closed,193,0,0,0,0,0,0
HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,open,2,0,0,0,0,0,0
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,open,44,0,2,2,0,17,0
CHEMELECTROCHEM,open,175,3,13,7,0,163,0
EARLY MODERN FRENCH STUDIES,closed,46,0,0,0,0,7,0
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,open,43,6,1,8,2,12,1
EUROPEAN JOURNAL OF SOCIAL THEORY,open,45,2,8,2,2,33,2
CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,open,58,9,4,10,6,42,2
JOURNAL OF AGRONOMY AND CROP SCIENCE,open,26,1,1,0,0,6,0
CREATIVITY RESEARCH JOURNAL,closed,303,22,24,30,0,109,4
TRANSACTIONS OF THE INDIAN CERAMIC SOCIETY,closed,242,0,0,0,0,3,0
JOURNAL OF SOLUTION CHEMISTRY,open,63,0,0,0,0,3,0
NONLINEARITY,closed,378,0,1,1,0,21,2
CRITICAL SOCIAL POLICY,closed,142,10,17,3,6,93,1
JOURNAL OF OLEO SCIENCE,open,932,1,15,5,1,112,6
COMMUNICATIONS OF THE ACM,closed,501,11,16,9,7,170,27
ACTA CRYSTALLOGRAPHICA SECTION A,closed,277,3,5,7,1,183,2
JOURNAL OF COMPUTATIONAL AND THEORETICAL NANOSCIENCE,closed,1579,0,9,0,0,12,1
AUSTRALIAN SYSTEMATIC BOTANY,open,22,1,6,1,0,11,5
KARDIOLOGIA POLSKA,closed,775,2,9,0,0,84,1
CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY,open,5,0,1,0,0,1,0
INTERNATIONAL JOURNAL OF GERONTOLOGY,closed,10,0,0,0,0,0,0
EUROPEAN SECURITY,open,1,1,0,0,0,1,0
SURFACE & COATINGS TECHNOLOGY,closed,6113,3,20,5,0,126,5
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,closed,352,3,3,5,4,17,0
NICOTINE & TOBACCO RESEARCH,closed,588,105,85,58,55,334,13
JOURNAL OF NUCLEAR CARDIOLOGY,closed,621,1,26,17,15,489,1
JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,closed,2034,12,25,24,0,265,11
JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,open,72,0,1,2,0,6,0
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,open,48,0,0,0,0,1,0
CANADIAN METALLURGICAL QUARTERLY,open,5,0,0,0,0,1,0
SLOVO,closed,5,0,0,0,0,0,0
NURSE EDUCATION TODAY,open,238,2,21,6,2,174,2
MOLECULAR GENETICS AND GENOMICS,closed,702,15,16,7,2,433,6
ACTA VETERINARIA-BEOGRAD,closed,68,0,0,0,0,0,0
INNOVATION-THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH,open,25,0,3,0,2,17,1
ADVANCES IN AGRONOMY,open,15,1,1,0,0,2,0
NATUREZA & CONSERVACAO,open,117,4,12,4,7,17,1
BRIEFINGS IN FUNCTIONAL GENOMICS,open,251,20,24,8,0,173,7
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,closed,1143,28,91,34,6,419,39
JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,open,1028,1,6,1,0,103,2
ENERGIES,open,8528,39,219,255,59,1667,31
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,closed,4330,9,19,7,4,91,3
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,closed,119,4,23,12,0,66,5
ENVIRONMENTAL ENGINEERING RESEARCH,closed,4,0,0,0,0,0,0
JOURNAL OF HARD TISSUE BIOLOGY,open,347,0,2,0,1,3,1
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,open,13,1,3,0,0,8,0
CRIMINOLOGY & PUBLIC POLICY,closed,290,31,19,28,18,213,5
DIALOG-A JOURNAL OF THEOLOGY,open,2,0,0,0,0,0,0
HEREDITY,closed,69,3,4,1,0,69,1
JOURNAL OF TROPICAL FOREST SCIENCE,open,70,0,0,0,0,1,0
IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,open,96,0,3,2,0,19,2
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,closed,1491,6,3,12,13,64,6
WOMEN AND BIRTH,open,65,3,29,6,3,44,0
RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI,closed,110,0,0,0,0,1,0
BIOMEDICAL AND ENVIRONMENTAL SCIENCES,closed,4,0,0,0,0,0,0
EAST ASIAN SCIENCE TECHNOLOGY AND SOCIETY-AN INTERNATIONAL JOURNAL,closed,12,5,12,0,0,4,0
INDIAN JOURNAL OF MEDICAL RESEARCH,open,539,7,38,16,4,258,5
JOURNAL OF CONSUMER AFFAIRS,open,19,2,0,0,1,8,3
ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,closed,556,9,32,7,0,116,10
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,closed,255,5,5,3,3,50,0
JOURNAL OF FIELD ARCHAEOLOGY,open,33,2,5,0,0,26,3
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,open,40,1,11,5,0,28,4
CANCER,closed,918,68,159,252,27,757,10
INFECTION AND DRUG RESISTANCE,open,347,5,42,10,5,234,5
ARGUMENT & COMPUTATION,open,14,0,0,0,0,1,1
HEPATITIS MONTHLY,closed,40,0,0,0,0,4,0
JOURNAL OF BIOSCIENCE AND BIOENGINEERING,open,107,0,4,0,1,38,0
ADVANCES IN CANCER RESEARCH,closed,168,0,5,1,0,81,4
JOURNAL OF POROUS MEDIA,closed,496,0,0,0,0,0,0
WATER POLICY,closed,501,6,12,6,17,73,2
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,open,502,12,75,43,6,319,15
ENVIRONMENTAL SCIENCE & TECHNOLOGY,closed,9054,617,674,844,392,4118,126
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,closed,180,1,4,2,0,66,3
JOURNAL OF POPULATION ECONOMICS,closed,142,11,29,10,13,76,2
CURRENT PERSPECTIVES IN SOCIAL THEORY,open,2,0,0,0,0,0,0
REVIEWS ON ENVIRONMENTAL HEALTH,open,13,5,5,2,1,11,1
BULLETIN OF THE WORLD HEALTH ORGANIZATION,closed,2,0,0,0,0,2,0
ALEXANDRIA ENGINEERING JOURNAL,open,361,0,0,0,0,11,0
HUMAN RESOURCE MANAGEMENT REVIEW,closed,197,2,8,12,5,93,3
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,open,97,3,6,1,5,47,0
MAMMAL STUDY,closed,168,0,6,6,0,43,4
MOLECULAR MEMBRANE BIOLOGY,open,26,0,5,1,0,18,0
KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS,open,317,17,6,5,3,65,3
CUADERNOS DE DESARROLLO RURAL,open,34,0,0,0,0,1,0
BUNSEKI KAGAKU,open,486,2,2,0,0,26,2
TISSUE ANTIGENS,open,31,0,3,0,0,17,1
CLINICAL TOXICOLOGY,open,64,11,13,9,5,46,5
EVOLUTION,closed,861,89,165,68,0,770,41
HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS,closed,45,0,0,0,1,0,0
MULTILINGUA-JOURNAL OF CROSS-CULTURAL AND INTERLANGUAGE COMMUNICATION,open,36,4,0,0,0,4,1
INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,open,53,4,10,2,7,35,2
JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,closed,503,0,0,0,0,2,0
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,open,9,0,3,0,0,1,0
STUDIA PSYCHOLOGICA,open,93,0,0,0,0,3,0
ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING,open,11,0,0,0,0,7,0
JOURNAL OF COSMETIC DERMATOLOGY,closed,484,10,62,96,4,369,9
CHINA JOURNAL,closed,83,5,2,7,4,34,1
ISIJ INTERNATIONAL,open,2239,1,3,0,5,12,0
AUSTRALIAN PSYCHOLOGIST,open,30,5,6,2,1,16,0
CATENA,open,181,8,7,3,1,48,2
JOURNAL OF SCREENWRITING,open,12,0,0,0,0,3,0
CLOTHING AND TEXTILES RESEARCH JOURNAL,open,11,0,2,0,0,6,1
NOROPSIKIYATRI ARSIVI-ARCHIVES OF NEUROPSYCHIATRY,open,303,2,9,8,1,50,2
JOURNAL OF MEDICAL BIOGRAPHY,open,12,2,1,1,0,8,0
JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,open,21,0,2,0,0,5,0
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,open,681,24,103,34,33,502,8
BREAST CANCER,closed,513,1,15,9,5,128,4
SOCIAL SCIENCE JOURNAL,open,19,2,4,2,0,6,0
THEORETICAL AND EXPERIMENTAL CHEMISTRY,closed,343,0,0,0,0,0,0
LIBRARY,open,27,0,0,0,0,10,1
THEORY AND DECISION,open,204,3,2,1,4,33,5
ECONOMIC AND INDUSTRIAL DEMOCRACY,open,56,0,3,0,8,29,0
JOURNAL OF VETERINARY INTERNAL MEDICINE,closed,111,2,16,0,0,85,1
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,open,128,1,9,3,0,15,0
COLLEGIUM ANTROPOLOGICUM,closed,2,0,0,0,0,0,0
JOURNAL OF SHELLFISH RESEARCH,open,66,3,12,4,0,20,2
MAMMALIAN GENOME,closed,195,6,12,5,0,96,3
SCANDINAVIAN JOURNAL OF HISTORY,closed,174,2,6,1,0,29,5
TALANTA,closed,5945,23,119,44,22,1405,16
DRUG DEVELOPMENT RESEARCH,closed,339,4,15,15,0,66,4
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,closed,2087,7,6,66,0,47,9
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,open,161,2,22,9,1,68,4
MASS SPECTROMETRY REVIEWS,open,41,1,6,2,0,39,4
ADVANCES IN NONLINEAR ANALYSIS,closed,98,0,0,0,0,1,0
ADVANCES IN COMPLEX SYSTEMS,open,83,6,7,4,0,37,1
JOURNAL OF SYMBOLIC COMPUTATION,closed,132,0,0,1,0,5,0
PRIMARY CARE DIABETES,closed,321,7,32,4,6,131,0
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,open,26,0,0,0,0,7,0
RIVISTA DI ESTETICA,open,123,0,1,0,0,11,0
ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,open,17,0,0,0,1,2,0
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,closed,2,0,0,0,0,0,0
HAMOSTASEOLOGIE,closed,205,1,0,3,0,32,1
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,closed,150,0,0,0,1,9,0
CURRENT MEDICAL IMAGING,closed,262,0,0,1,0,6,0
ARCHIVE FOR HISTORY OF EXACT SCIENCES,closed,104,2,3,1,0,14,4
SEMINARS IN CANCER BIOLOGY,open,148,11,19,8,1,86,6
NUTRITION & DIETETICS,closed,328,7,185,23,11,212,2
JOURNAL OF AMERICAN HISTORY,closed,131,10,16,10,0,82,10
POLYMER TESTING,closed,1673,1,5,1,2,19,1
MIDWIFERY,closed,915,20,215,40,38,657,4
MEDICINE HEALTH CARE AND PHILOSOPHY,closed,307,9,24,5,3,163,4
EXPERIMENTAL EYE RESEARCH,closed,987,18,44,22,1,310,8
INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,open,98,4,13,2,0,76,1
JOURNAL OF FOOD SAFETY,open,12,0,2,0,0,3,0
PHILOSOPHICAL REVIEW,open,21,0,3,0,0,11,0
MUZIKOLOSKI ZBORNIK,open,159,0,0,0,0,1,1
ADVANCES IN NUTRITION,open,497,115,216,152,46,430,45
SOUTH AFRICAN GEOGRAPHICAL JOURNAL,open,8,0,0,1,0,3,0
HUMAN GENOMICS,open,202,13,17,8,1,142,12
DEVELOPMENT GROWTH & DIFFERENTIATION,closed,136,4,10,5,0,70,5
STATISTICS IN MEDICINE,open,981,25,67,12,20,655,9
TRENDS IN PHARMACOLOGICAL SCIENCES,closed,334,14,97,25,4,296,17
COMPTES RENDUS PALEVOL,closed,330,21,29,14,0,133,82
JOURNAL OF AGING & SOCIAL POLICY,closed,145,4,1,5,7,97,1
JOURNAL OF HOUSING ECONOMICS,open,56,2,0,3,4,17,0
BMC SURGERY,open,735,13,46,19,0,387,3
LABORATORY ANIMALS,closed,239,2,9,2,0,47,1
MATHEMATICAL GEOSCIENCES,closed,247,2,2,1,0,11,0
JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,open,207,2,19,2,2,78,1
MULTIDISCIPLINARY RESPIRATORY MEDICINE,open,173,6,23,9,5,73,3
IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,open,14,0,3,0,2,7,1
SOIL RESEARCH,open,59,1,1,1,3,14,0
COMPUTATIONAL STATISTICS & DATA ANALYSIS,open,525,9,1,1,1,125,8
TWENTIETH CENTURY LITERATURE,closed,105,0,3,0,0,10,0
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,open,95,4,7,9,1,40,0
EUROPEAN PHYSICAL JOURNAL H,closed,79,6,8,10,0,22,3
EDUCATIONAL PSYCHOLOGIST,open,24,2,14,3,0,19,0
AMERICAN NINETEENTH CENTURY HISTORY,open,6,0,1,0,0,3,1
SIAM JOURNAL ON APPLIED MATHEMATICS,closed,372,8,2,14,0,63,0
ASIA PACIFIC JOURNAL OF MANAGEMENT,closed,273,0,4,1,1,11,0
FRONTIERS IN BEHAVIORAL NEUROSCIENCE,open,1771,105,295,154,2,1484,32
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,open,6370,198,440,2210,176,3816,126
WESTERN AMERICAN LITERATURE,closed,72,0,2,0,0,19,0
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,closed,123,7,10,21,24,69,0
CIRCULATION-CARDIOVASCULAR INTERVENTIONS,closed,52,1,4,9,0,31,0
BULLETON OF THE JOHN RYLANDS LIBRARY,closed,70,0,0,0,0,3,0
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,closed,895,2,7,3,2,34,1
COLLEGIAN,closed,325,8,41,4,8,147,1
JOURNAL OF RESEARCH IN PERSONALITY,closed,472,47,44,61,2,313,9
JOURNAL OF LEGAL HISTORY,open,10,2,0,0,0,7,1
AJS REVIEW-THE JOURNAL OF THE ASSOCIATION FOR JEWISH STUDIES,open,15,0,3,0,0,2,1
METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,open,12,0,1,0,0,4,0
MOLECULAR THERAPY-NUCLEIC ACIDS,open,721,34,67,43,1,460,17
JOURNAL OF ENVIRONMENTAL ENGINEERING,closed,961,0,6,1,6,77,3
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,open,1156,4,47,14,28,336,2
QUARTERLY JOURNAL OF ECONOMICS,closed,101,58,14,39,47,90,14
JOURNAL OF ECONOMIC GROWTH,open,48,10,3,10,7,28,5
CLAYS AND CLAY MINERALS,closed,265,1,4,1,0,7,1
CLINICS IN PERINATOLOGY,open,80,5,15,5,5,43,4
INTERNATIONAL JOURNAL OF VEHICLE DESIGN,closed,298,0,0,0,0,1,0
RESEARCH IN AUTISM SPECTRUM DISORDERS,open,154,17,76,11,4,133,0
CONTEMPORARY MUSIC REVIEW,open,27,0,5,1,0,11,1
PSYCHOANALYTIC STUDY OF THE CHILD,open,3,0,0,0,0,3,0
ZEITSCHRIFT FUR RHEUMATOLOGIE,open,41,1,0,2,0,12,1
JOURNAL OF APPLIED BEHAVIOR ANALYSIS,open,119,0,35,1,1,41,0
SOCIAL & CULTURAL GEOGRAPHY,closed,256,23,26,5,5,175,4
ORYX,closed,88,12,38,10,3,66,5
SPACE AND CULTURE,closed,192,7,20,1,1,86,1
AUSTRALIAN FORESTRY,open,13,0,3,1,1,3,0
MULTIMEDIA TOOLS AND APPLICATIONS,closed,4581,5,23,6,3,134,14
OBESITY,open,1827,308,657,358,68,1339,23
MOLECULAR ECOLOGY RESOURCES,closed,696,93,66,27,1,471,14
BULLETIN OF THE COMEDIANTES,closed,62,0,0,0,0,1,0
JOURNAL OF CHEMICAL RESEARCH,closed,1188,2,226,0,0,884,1
REGENERATIVE MEDICINE,closed,290,28,14,17,5,152,0
MUSIC ANALYSIS,open,8,0,2,0,0,2,0
ANIMAL NUTRITION AND FEED TECHNOLOGY,open,1,0,0,0,0,0,0
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,open,55,1,1,0,0,37,1
MANUAL THERAPY,open,109,7,69,3,7,107,1
WORD & IMAGE,closed,192,1,4,1,0,27,2
GASTROENTEROLOGY NURSING,open,19,0,5,0,0,19,0
LJETOPIS SOCIJALNOG RADA,closed,10,0,0,0,0,1,0
TERAPEVTICHESKII ARKHIV,open,869,0,3,0,3,44,0
TOXICOLOGY LETTERS,closed,1761,17,79,40,54,504,18
FLORA,closed,718,9,21,4,0,73,12
PHYSICA D-NONLINEAR PHENOMENA,closed,438,0,1,0,1,116,3
GEOMETRIAE DEDICATA,open,463,4,3,0,0,79,3
JOURNAL OF ASIAN STUDIES,closed,200,6,30,2,1,72,14
WEED BIOLOGY AND MANAGEMENT,closed,136,1,3,0,0,15,1
ENVIRONMENTAL ETHICS,closed,109,0,0,0,1,0,2
JOURNAL OF LATIN AMERICAN CULTURAL STUDIES,open,28,0,0,0,0,17,2
CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE,open,24,0,0,0,0,9,0
JOURNAL OF FAMILY STUDIES,closed,126,1,6,6,9,47,2
THEOLOGY AND SCIENCE,closed,39,3,1,0,0,3,0
JOURNAL OF OIL PALM RESEARCH,closed,4,0,0,0,0,0,0
REPRODUCTIVE TOXICOLOGY,closed,775,22,53,25,41,228,13
JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,open,607,1,3,1,2,17,2
METRIKA,open,58,0,2,0,0,5,0
ENVIRONMENTAL TOXICOLOGY,open,50,0,0,0,0,18,1
WORK AND OCCUPATIONS,closed,95,18,10,14,5,81,1
ANALYTICAL BIOCHEMISTRY,open,438,12,13,7,3,111,7
METALLURGIA ITALIANA,closed,1,0,0,0,0,0,0
SMALL AXE,closed,49,1,0,0,0,8,0
AUSTRALIAN LITERARY STUDIES,closed,37,0,0,0,0,0,0
OCEAN ENGINEERING,open,454,0,4,3,3,97,1
FRONTIERS IN NEUROENDOCRINOLOGY,closed,119,9,17,10,2,76,4
AQUATIC LIVING RESOURCES,closed,57,1,1,0,0,8,0
COMPARE-A JOURNAL OF COMPARATIVE AND INTERNATIONAL EDUCATION,open,51,2,0,2,3,34,0
MATERIALS SCIENCE & ENGINEERING R-REPORTS,open,20,0,0,0,0,8,0
PETROLEUM EXPLORATION AND DEVELOPMENT,open,629,0,3,0,0,3,1
HORIZONS,closed,88,2,1,3,0,13,1
JOURNAL OF BASIC MICROBIOLOGY,open,30,0,4,1,1,10,1
INTERNATIONAL FORESTRY REVIEW,open,23,1,0,0,4,8,0
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,open,209,37,13,8,0,145,9
AMERICAN JOURNAL OF HEALTH PROMOTION,open,109,5,16,14,6,56,0
JOURNAL OF MOLECULAR MEDICINE-JMM,closed,544,8,24,6,2,219,12
VETERINARY CLINICAL PATHOLOGY,open,62,0,2,1,1,35,1
ATOMIC DATA AND NUCLEAR DATA TABLES,open,62,2,1,0,0,26,5
JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,closed,1601,0,1,0,0,3,0
JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,closed,797,1,1,1,1,27,2
TRIBOLOGY INTERNATIONAL,open,262,2,3,4,0,21,1
JOURNAL OF SCHEDULING,closed,227,0,0,0,0,17,0
INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS,open,357,63,109,22,19,341,6
HOMOLOGY HOMOTOPY AND APPLICATIONS,closed,11,0,0,0,0,0,0
QUALITY ENGINEERING,open,25,0,1,0,0,2,0
EUROPEAN JOURNAL OF HISTOCHEMISTRY,open,298,1,3,1,1,55,0
CHINESE SCIENCE BULLETIN,closed,673,6,4,11,1,27,8
ANNALS OF VASCULAR SURGERY,open,97,1,5,3,1,25,0
INTERNATIONAL REVIEW OF CELL AND MOLECULAR BIOLOGY,open,50,1,1,1,0,25,4
WORDSWORTH CIRCLE,open,16,0,0,0,0,0,0
ORAL HISTORY REVIEW,closed,93,33,11,0,1,49,2
EUROPEAN JOURNAL OF FOREST RESEARCH,open,137,1,4,3,0,23,0
SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,open,838,0,3,1,3,3,1
JOURNAL OF NIPPON MEDICAL SCHOOL,closed,11,0,0,0,0,1,0
JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE,open,51,1,9,1,0,33,0
BIODEGRADATION,open,39,0,1,0,0,6,1
QUALITY & QUANTITY,open,159,5,12,1,4,40,6
WOOD SCIENCE AND TECHNOLOGY,closed,510,1,3,4,0,23,0
MATERIALS RESEARCH BULLETIN,open,126,0,1,2,0,13,0
TIME & SOCIETY,closed,118,6,10,4,4,70,0
LATIN AMERICAN THEATRE REVIEW,closed,127,0,0,0,0,2,2
PROSTATE CANCER AND PROSTATIC DISEASES,closed,207,5,34,89,3,166,4
ZEPHYRUS-REVISTA DE PREHISTORIA Y ARQUEOLOGIA,open,37,0,2,0,0,2,0
CHEM,closed,157,22,58,34,0,147,0
MELANGES DE LA CASA DE VELAZQUEZ,open,35,0,0,0,0,3,0
DISSERTATIONES MATHEMATICAE,open,23,0,1,0,0,9,1
JOURNAL OF THE HISTORY OF THE NEUROSCIENCES,closed,156,8,7,5,1,57,8
EARLY EDUCATION AND DEVELOPMENT,open,50,1,1,1,2,15,0
CLINICAL NEUROPSYCHOLOGIST,closed,442,8,31,20,8,159,1
OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,open,19,1,2,1,0,9,2
JOURNAL OF VISUAL CULTURE,open,31,1,2,2,0,19,2
SCIENTIA HORTICULTURAE,closed,3417,32,66,13,10,173,14
MANAGEMENT SCIENCE,closed,968,61,79,87,31,421,16
EVIDENCE & POLICY,closed,138,9,12,0,17,120,1
INTERNATIONAL JOURNAL OF PSYCHOLOGY,closed,415,13,25,13,5,175,10
PERSOONIA,open,139,3,4,5,0,67,30
GREENHOUSE GASES-SCIENCE AND TECHNOLOGY,closed,327,9,9,3,0,22,0
ANALYSIS AND GEOMETRY IN METRIC SPACES,open,5,0,0,0,0,1,0
JOURNAL OF MINING SCIENCE,open,10,0,0,0,0,4,0
ETHICS & INTERNATIONAL AFFAIRS,closed,166,2,10,8,4,73,5
INTERNATIONAL JOURNAL OF PERFORMANCE ANALYSIS IN SPORT,closed,183,0,12,4,0,102,0
OCTOBER,open,2,0,0,0,0,0,0
INTERNATIONAL BREASTFEEDING JOURNAL,open,76,0,20,1,0,62,1
NATURE ECOLOGY & EVOLUTION,open,187,145,179,130,3,187,41
MELUS,closed,207,1,13,0,0,38,4
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,open,105,0,3,2,0,10,1
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,open,221,3,4,5,1,54,2
STRESS AND HEALTH,closed,344,15,26,24,6,135,2
NUCLEAR MEDICINE COMMUNICATIONS,open,96,2,5,2,1,88,0
JOURNAL OF NEUROSURGERY-PEDIATRICS,closed,638,9,183,12,6,233,7
REVIEW OF INDUSTRIAL ORGANIZATION,closed,219,17,3,7,7,42,0
INFOR,open,13,0,0,0,0,4,0
RHETORIC REVIEW,closed,146,0,6,3,0,46,3
AMERICAN JOURNAL OF THERAPEUTICS,open,35,0,6,1,0,28,1
ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,open,123,24,24,33,12,101,4
SERVICE SCIENCE,closed,115,0,5,2,0,30,0
JOURNAL OF GEODYNAMICS,closed,456,6,20,4,3,32,8
NATURE NANOTECHNOLOGY,open,439,250,175,318,6,432,55
SEMINARS IN ONCOLOGY,open,124,6,5,9,2,67,4
FRENCH STUDIES,closed,118,2,29,0,0,40,1
BULLETIN OF MATHEMATICAL BIOLOGY,closed,480,5,14,3,4,195,2
FRENCH HISTORY,open,9,1,3,1,0,5,0
JOURNAL OF ECUMENICAL STUDIES,closed,125,0,0,0,0,1,0
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,open,37,0,2,0,0,1,0
JOURNAL OF BIOPHARMACEUTICAL STATISTICS,open,88,0,1,3,0,15,0
SOLVENT EXTRACTION AND ION EXCHANGE,closed,308,1,0,2,8,6,1
JOURNAL OF FOOD PROTECTION,open,101,3,11,13,10,40,1
GESUNDHEITSWESEN,open,41,0,1,1,0,5,0
IEEE ANNALS OF THE HISTORY OF COMPUTING,open,4,0,0,0,0,2,0
SEPARATION AND PURIFICATION REVIEWS,open,6,0,0,0,0,0,0
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,open,108,0,0,1,0,28,1
JOURNAL OF SURGICAL RESEARCH,closed,3247,52,371,38,32,1538,11
NATURE REVIEWS NEUROSCIENCE,closed,234,74,190,96,9,233,41
INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,open,34,1,0,0,0,9,1
JOURNAL OF AGROMEDICINE,open,43,0,11,2,2,19,3
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,closed,220,5,9,5,4,67,1
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,closed,122,1,1,2,1,27,3
REAL ESTATE ECONOMICS,closed,152,3,1,6,8,28,1
POLYMER-KOREA,open,406,0,0,0,0,0,0
BIOGEOSCIENCES,open,2990,638,291,123,90,1628,26
JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,closed,235,10,1,9,7,12,1
MIGRATION STUDIES,open,26,14,8,3,5,25,0
